ra,dec,koi_gmag,koi_count,koi_num_transits,koi_max_mult_ev,koi_bin_oedp_sig,koi_ldm_coeff1,koi_model_snr,koi_prad,koi_impact,koi_duration,koi_depth,koi_dor,koi_incl,koi_teq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_tce_plnt_num,koi_time0,koi_insol,koi_srho,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
-1.3856507532117996,1.2598881940886082,0.8406654708209705,-0.4742923124958229,0.4127694682856431,-0.1400100864324033,-0.8064578650718661,-0.4938115059093427,0.2065040093752997,-0.0199038431804174,0.069083933296561,-0.4704972989325019,-0.2363428137421483,-0.3229321182609262,-0.90244811447223,0.2762467715924174,0.4125719633040743,0.7066189301191443,-0.5726580454093003,-0.1463936699915833,-0.2080702360638416,-0.508683918103232,0.0051262667600275,0.0182519890281561,0.0173354950376048,-0.0024873036723839,-0.0657412972593103,0.0543009475041435,-0.5049650567700491,-0.3574943831164978,0.1671455348847383,-0.0433425514263929,-0.0965005879074933,0.0,1.0,0.0,0.0
1.4059902934589157,-0.4519660355490976,-1.240444094515487,-0.4742923124958229,-0.3820215336096283,-0.2517614346540484,0.6495320713945516,-0.824291554188919,-0.3086807124387347,-0.0180720730427551,-0.2434932245333286,-0.0833571415073362,-0.3256416814453854,-0.3246294720798987,-1.2889632767523045,0.2161656406663209,0.8579986386267516,-0.6717509771424599,0.2753850425393163,0.0559819311753132,1.4789762314742636,-0.508683918103232,-0.6554322342801633,1.2516578586691895,0.0174061064109572,-0.0031283500875891,-1.711612594783117,2.7813433218821,2.176530963368552,-0.3574943831164978,-0.4635103333285257,-0.040083103150604,-0.1013461183651157,0.0,1.0,1.0,0.0
1.03228006981613,1.067925745384342,0.7695278978039864,-0.4742923124958229,-0.5442609812442136,-0.1205165279412136,-0.4955990681554259,-0.2126707324433378,0.3375785236608097,0.0058480960782478,0.509825546720447,-0.2902696245423969,-0.12323778515319,-0.1330617017446376,0.102366018910653,-0.4515284369840721,0.1497749662771135,0.4615410315281991,-0.658334950217307,-0.2114403559052493,-0.3150321395268515,3.3976018827999783,0.0178755562506526,0.0167657938182959,0.0171666647783253,-0.0026926978380163,0.0296409442568192,0.0325717195196341,-0.5563711620311264,-0.3574943831164978,0.1759615174643922,-0.0462663066689918,-0.0627709017047143,0.0,1.0,0.0,0.0
-0.6058189934488069,1.078508381159636,0.9272385549642786,-0.4742923124958229,-0.5898338597932544,-0.189825487125817,0.8205044096985937,1.010570911047825,-0.1207884902440552,-0.0272018126013976,0.0019819303024606,0.9593294001129984,-0.2265447970374385,-0.2848851835740943,0.2151257096892815,-0.7122578730784531,-0.5441947746739365,0.597133892584819,-1.5593247903128606,-0.1671307266200049,-0.8689777507140152,-0.2991847913508811,0.0153822132975015,0.0190915960492184,0.0172432229527889,-0.0025555147758063,-0.006830775056047,0.0013218898835897,-0.5828028303662445,-0.3574943831164978,0.2032080135222501,-0.0466800770706746,-0.0993578062388275,0.0,1.0,0.0,0.0
0.7672700498122468,1.0938671297579308,0.6379904986405085,0.6185123664445363,-0.6190005020646405,0.2279989893645206,-0.805852295986964,-0.5952828446768748,2.24451581346777,-0.0094210205595988,0.0478260569591453,-0.1188977038104384,0.5164948626991983,-0.1371256528871034,0.4105758403722358,-0.5138767803979458,0.0498665248975285,0.8756934811092003,-1.1512171604614758,-0.124455369026671,0.0841301905229847,-0.508683918103232,0.0065060441302806,0.0061329014021311,0.0172909927084457,-0.0012063007534709,0.0230552112597515,0.0311573319860885,-0.5930959098655126,-0.3574943831164978,0.4032056083224368,-0.0463218963751117,-0.0734478793071333,0.0,1.0,0.0,0.0
1.0478804747427508,1.0878250525940678,1.1285713087859293,-0.4742923124958229,-0.5989484355030625,-0.2038204909682955,-0.7838499525688524,0.7573580289857273,-0.0209918428867613,-0.0271535163278911,-0.0830350883937944,0.5457573422649197,-0.2096812960365708,-0.2512915553355652,0.458185487589879,-0.630638223518473,-0.5385872162227867,0.1531549888968447,-0.7070682278883457,-0.1487988936386216,-0.447063138855152,-0.508683918103232,0.0085010993533584,0.003078003089867,0.0171894177338986,-0.002502726793953,-0.0375531615258082,0.0169744110332878,-0.5734393471285679,-0.3574943831164978,0.3423949370980497,-0.0466982594455402,-0.0967339340572839,0.0,1.0,0.0,0.0
-1.7561608937927116,1.1256691810613504,0.8205321954388048,-0.4742923124958229,0.1940196512502473,-0.2543723163851157,-0.7045204024466699,1.544924566575928,-0.3081181608752776,-0.0288467520727712,-0.0662793442225279,-0.276920326576326,-0.3235113512222875,-0.305578988452654,0.5051686920809739,-0.0967096826469362,-1.2230237391277743,0.4103414004212531,0.9731038092851688,-0.1451916482090207,-0.552273732442144,-0.508683918103232,-0.0509583918889387,0.0081873630359424,0.0172610904251027,-0.002424031277392,0.1922202086459339,0.7893979801102107,0.3518308933350693,-0.3574943831164978,0.1742615756018951,-0.0456186367888003,-0.0909419031229527,0.0,1.0,1.0,1.0
0.0257220062606254,-1.7023042570350728,-1.2847373003562508,-0.4742923124958229,-0.433063157584554,-0.256718454403521,0.1396429019069359,0.5776885942872538,0.7560043765602188,-0.0179299623007957,0.0270918415690307,0.175972611525899,-0.0448618184959235,1.7544257147969156,0.5295999584163433,-0.9684528841972796,-0.1286384599887265,-0.4564049202986061,1.0863191163975905,-0.0191785038180985,0.1069682681435941,-0.4999547878218841,0.0111594263812945,0.0241785438208435,0.0170874348315981,-0.0019389898308475,0.03629127983414,0.0220527956551928,-0.5786415741411538,-0.3574943831164978,0.1014210426359388,-0.0467881402396395,-0.0312168696269887,0.0,1.0,0.0,0.0
0.7359980339222896,1.5573448802711929,0.807781121030099,-0.4742923124958229,0.8885503203376292,-0.2327104659640449,1.2121057512686548,-0.2126707324433378,-0.1585919553083739,-0.0279751799830322,0.0015283584439693,-0.6036465064790402,-0.3029150764974237,-0.3172771329830388,-0.1325500035448216,0.3408623274940683,-0.2694747638470999,0.555313167021121,-1.3524424624338591,-0.1517982724619283,-0.7353489772797033,-0.508683918103232,0.0507335495785591,0.0522692319539096,0.0171302693928995,-0.0026038637001486,0.4209904140604752,0.3160187815239447,-0.185861837021557,-0.3574943831164978,0.1785761419149137,-0.0413373080664077,-0.0763101637891574,0.0,0.0,1.0,0.0
0.9524204053428154,1.5477078104541977,0.4601465660980504,-0.4742923124958229,-0.7137920894466454,-0.2403078856041392,-0.8062560087102321,0.8085591632262251,0.3607556480752433,-0.0251041832141005,-0.0164226502705846,7.003550226052894,-0.1223780404925296,0.1989858634925287,0.5032893639013301,-1.0829471148300296,-0.0384590527194955,0.0753918868364805,0.9406821467312276,-0.1223778555058592,-0.0555345805461112,-0.508683918103232,-0.0107463930194146,0.0404899178032361,0.0182977862453961,-0.0033270398744922,-0.4897207917620128,0.0951520494062096,-0.206430012970514,-0.3574943831164978,0.8090918275288066,-0.0467964191059286,-0.0995923986285093,0.0,1.0,1.0,0.0
