kepid,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score
7517261,K03496.02,,288.4212,0.0,19h13m41.09s,43.179794,0.0,+43d10m47.3s,14.291,,13.87,,13.778,,,,12.713,0.025,12.544,0.02,12.471,0.018,13.932,,cumulative,Done,01111111111111111000000000000000,CANDIDATE,CANDIDATE,2,151.0,4.052461,9.940453,0.7164,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.311,0.2938,Mandel and Agol (2002 ApJ 580 171),10.3,,,137.9895,0.0192,-0.0192,0.0,,,,,,1.58,0.46,-0.42,0.09,,,0.748,0.226,-0.505,6.149,0.478,-0.478,,,,75.1,8.3,-8.3,8.5433774,0.0001984,-0.0001984,0.008588,0.002948,-0.00075,7.23,3.2,-3.2,84.06,,,1260.0,,,6602.0,181.0,-250.0,4.108,0.22,-0.18,-0.12,0.25,-0.3,1.685,0.494,-0.444,1.333,0.193,-0.236,,,,q1_q17_dr25_stellar,0.183,19.228058,1.9e-05,43.1797,0.00022,-0.86,0.74,-0.33,0.8,6.3e-05,5.1e-05,1.8e-05,5.5e-05,0.44,0.76,0.58,0.52,0.73,0.62,0.43,0.76,0.47,0.52,0.64,0.64,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,007/007517/007517261/dv/kplr007517261-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454970.99,0.0192,-0.0192,007/007517/007517261/dv/kplr007517261-20160209194854_dvr.pdf,0,0,0,0,595.97,514.55,-318.95,0.09802,0.25633,-0.09117,LS+MCMC,0.994
5877292,K07744.01,,292.13049,0.0,19h28m31.32s,41.165749,0.0,+41d09m56.7s,15.626,,15.117,,14.976,,14.904,,14.009,0.026,13.729,0.028,13.63,0.05,15.171,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,1,98.0,3.2179818,7.305217,0.6464,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3029,0.3239,Mandel and Agol (2002 ApJ 580 171),7.5,,,136.1871,0.0177,-0.0177,0.0,,,,,,1.34,0.46,-0.15,0.1052,,,0.292,0.175,-0.292,2.399,0.307,-0.307,,,,154.4,27.8,-27.8,11.7201693,0.0002292,-0.0002292,0.011486,0.001544,-0.000702,36.2,15.1,-15.1,89.54,,,870.0,,,6193.0,194.0,-259.0,4.434,0.056,-0.224,0.0,0.25,-0.3,1.067,0.366,-0.122,1.127,0.148,-0.164,,,,q1_q17_dr25_stellar,0.003,19.475359,4.2e-05,41.16654,0.00046,-0.3,1.7,2.8,1.6,1e-05,0.00031,-0.00053,0.0003,0.1,1.5,-0.6,1.7,0.6,1.6,-0.1,1.3,-0.7,1.7,0.7,1.8,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005877/005877292/dv/kplr005877292-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454969.187,0.0177,-0.0177,005/005877/005877292/dv/kplr005877292-20160209194854_dvr.pdf,0,0,0,0,135.43,140.92,-45.89,6.50694,8.17067,-6.37616,LS+MCMC,0.592
9845909,K03354.01,,297.37747,0.0,19h49m30.59s,46.661652,0.0,+46d39m41.9s,15.629,,15.033,,14.858,,14.765,,13.704,0.025,13.326,0.022,13.227,0.035,15.089,,cumulative,Done,00011101110111011000000000000000,CANDIDATE,CANDIDATE,1,73.0,2.967546,7.8654885,0.8506,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,Mandel and Agol (2002 ApJ 580 171),9.6,,,136.28577,0.00851,-0.00851,0.0,,,,,,1.33,0.35,-0.16,0.0964,,,0.416,0.027,-0.416,3.073,0.237,-0.237,,,,211.9,25.8,-25.8,11.5706005,0.0001175,-0.0001175,0.013484,0.000643,-0.001264,26.6,7.3,-7.3,89.1,,,771.0,,,5718.0,172.0,-189.0,4.479,0.078,-0.182,-0.2,0.3,-0.3,0.9,0.244,-0.105,0.89,0.11,-0.09,,,,q1_q17_dr25_stellar,0.082,19.825108,2.8e-05,46.66166,0.00022,-2.1,1.0,0.02,0.8,-0.00016,0.0002,0.00015,0.00015,5.8,1.1,-1.82,0.77,6.1,1.3,0.73,0.99,0.16,0.67,0.75,0.83,CENT_KIC_POS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009845/009845909/dv/kplr009845909-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454969.286,0.00851,-0.00851,009/009845/009845909/dv/kplr009845909-20160209194854_dvr.pdf,0,0,0,0,83.39,68.3,-26.51,2.65936,1.46427,-0.83446,LS+MCMC,0.937
9221528,K03355.01,,293.13409,0.0,19h32m32.18s,45.626869,0.0,+45d37m36.7s,15.535,,15.047,,14.927,,14.837,,13.932,0.033,13.605,0.044,13.523,0.062,15.11,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,1,72.0,3.7473476,11.509083,0.6004,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3032,0.3147,Mandel and Agol (2002 ApJ 580 171),12.9,,,144.7982,0.0138,-0.0138,0.0,,,,,,1.6,0.51,-0.22,0.1264,,,0.587,0.36,-0.365,4.882,0.355,-0.355,,,,229.1,20.6,-20.6,16.2953228,0.000274,-0.000274,0.014432,0.000215,-0.001333,21.11,7.7,-7.7,88.41,,,773.0,,,6187.0,197.0,-241.0,4.432,0.072,-0.203,-0.24,0.25,-0.3,1.013,0.326,-0.14,1.007,0.16,-0.12,,,,q1_q17_dr25_stellar,0.005,19.542248,1.6e-05,45.62714,0.00018,-0.95,0.59,0.99,0.65,-0.00024,0.00013,0.00019,0.00015,3.69,0.66,-4.36,0.61,5.71,0.78,0.26,0.46,0.46,0.46,0.53,0.46,CENT_KIC_POS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009221/009221528/dv/kplr009221528-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454977.798,0.0138,-0.0138,009/009221/009221528/dv/kplr009221528-20160209194854_dvr.pdf,0,0,0,0,84.23,82.59,-30.87,0.66987,0.73167,-0.15016,LS+MCMC,0.999
6106046,K07762.01,,285.23715,0.0,19h00m56.92s,41.497532,0.0,+41d29m51.1s,15.848,,15.286,,15.109,,15.042,,14.128,0.034,13.803,0.043,13.657,0.048,15.33,,cumulative,Done,00010111011101110000000000000000,CANDIDATE,CANDIDATE,1,99.0,2.561864,7.893212,0.5299,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,Mandel and Agol (2002 ApJ 580 171),8.9,,,135.8115,0.0116,-0.0116,0.0,,,,,,1.38,0.43,-0.14,0.0819,,,0.223,0.237,-0.223,2.266,0.26,-0.26,,,,209.5,28.6,-28.6,8.5073512,9.772e-05,-9.772e-05,0.01327,0.001165,-0.000897,28.35,9.9,-9.9,89.55,,,891.0,,,5914.0,184.0,-205.0,4.483,0.054,-0.216,-0.06,0.25,-0.3,0.955,0.297,-0.099,1.011,0.127,-0.127,,,,q1_q17_dr25_stellar,0.001,19.015899,4.1e-05,41.49772,0.00044,3.6,1.7,0.7,1.6,-0.00082,0.00034,-3e-05,0.00032,0.6,0.55,-0.84,0.62,1.03,0.6,0.7,0.56,-0.67,0.61,0.97,0.59,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,006/006106/006106046/dv/kplr006106046-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.811,0.0116,-0.0116,006/006106/006106046/dv/kplr006106046-20160209194854_dvr.pdf,0,0,0,0,148.86,140.34,-45.0,5.95701,2.08258,-3.67685,LS+MCMC,0.977
9230021,K03429.01,,296.19614,0.0,19h44m47.07s,45.634331,0.0,+45d38m03.6s,15.926,,15.324,,15.123,,15.058,,14.134,0.023,13.756,0.027,13.699,0.042,15.364,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,4,70.0,3.039605,8.45198,0.5219,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,Mandel and Agol (2002 ApJ 580 171),9.8,,,144.3927,0.0257,-0.0257,0.0,,,,,,1.8,0.28,-0.28,0.1213,,,0.623,0.0,-0.498,3.643,0.527,-0.527,,,,227.5,33.0,-33.0,15.8283833,0.0004557,-0.0004557,0.014403,0.0012,-0.001066,26.6,12.4,-12.4,88.66,,,758.0,,,5596.0,83.0,-75.0,4.298,0.143,-0.104,0.14,0.15,-0.15,1.145,0.178,-0.178,0.95,0.07,-0.052,,,,q1_q17_dr25_stellar,0.004,19.746352,4e-05,45.63501,0.00043,-2.2,1.5,2.4,1.5,0.00048,0.00032,-0.00047,0.00033,1.34,0.9,0.6,0.88,1.46,0.9,1.36,0.9,0.64,0.9,1.5,0.9,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,009/009230/009230021/dv/kplr009230021-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454977.393,0.0257,-0.0257,009/009230/009230021/dv/kplr009230021-20160209194854_dvr.pdf,0,0,0,0,78.2,32.54,-25.35,1.42037,4.6266,-1.32219,LS+MCMC,0.892
6058816,K03500.02,,296.35461,0.0,19h45m25.11s,41.33556,0.0,+41d20m08.0s,13.624,,13.169,,13.038,,12.998,,12.161,0.022,11.87,0.022,11.826,0.018,13.214,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,280.0,3.4414535,9.534734,0.6367,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2891,0.3589,Mandel and Agol (2002 ApJ 580 171),12.1,,,135.8003,0.0108,-0.0108,0.0,,,,,,1.57,0.21,-0.55,0.062,,,0.673,0.292,-0.449,4.947,0.299,-0.299,,,,35.6,3.4,-3.4,4.7482669,6.006e-05,-6.006e-05,0.005783,0.001513,-0.000437,5.54,2.1,-2.1,83.02,,,1690.0,,,6056.0,81.0,-81.0,3.797,0.285,-0.095,0.14,0.15,-0.1,2.481,0.343,-0.859,1.408,0.151,-0.226,,,,q1_q17_dr25_stellar,0.019,19.756957,2.7e-05,41.33603,0.00031,-0.7,1.1,1.7,1.1,2.3e-05,3.6e-05,-4.9e-05,3.7e-05,0.3,1.1,-0.83,0.53,0.88,0.59,0.4,1.3,-0.78,0.55,0.86,0.81,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,006/006058/006058816/dv/kplr006058816-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.8,0.0108,-0.0108,006/006058/006058816/dv/kplr006058816-20160209194854_dvr.pdf,0,0,0,0,1927.62,706.15,-1146.93,0.14259,0.2144,-0.01308,LS+MCMC,0.979
4263529,K03358.01,,291.88907,0.0,19h27m33.38s,39.361771,0.0,+39d21m42.4s,14.59,,13.966,,13.792,,13.691,,12.727,0.027,12.32,0.03,12.295,0.024,14.031,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,137.0,7.6749372,47.393806,0.1988,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,Mandel and Agol (2002 ApJ 580 171),39.5,,,132.892841,0.000867,-0.000867,0.0,,,,,,4.05,0.91,-0.39,0.0876,,,0.951,0.023,-0.676,1.0022,0.0559,-0.0559,,,,1322.4,54.8,-54.8,10.10404351,1.043e-05,-1.043e-05,0.04465,0.001947,-0.0107,33.3,16.6,-16.6,88.37,,,752.0,,,5530.0,149.0,-149.0,4.541,0.05,-0.15,-0.14,0.3,-0.3,0.831,0.187,-0.08,0.876,0.092,-0.092,,,,q1_q17_dr25_stellar,0.882,19.4592743,5e-06,39.361774,6.3e-05,0.1,0.21,0.01,0.23,6e-05,0.00027,-5e-05,0.00031,-0.07,0.1,0.12,0.11,0.14,0.11,0.182,0.099,0.03,0.11,0.184,0.099,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,004/004263/004263529/dv/kplr004263529-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.893,0.000867,-0.000867,004/004263/004263529/dv/kplr004263529-20160209194854_dvr.pdf,0,0,0,0,75.32,50.39,-20.17,6.86781,173.99294,-3.6909,LS+MCMC,1.0
7697103,K03430.01,,296.38269,0.0,19h45m31.85s,43.386589,0.0,+43d23m11.7s,16.354,,15.673,,15.438,,15.296,,14.328,0.025,13.926,0.028,13.817,0.044,15.712,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,99.0,3.7622914,8.755331,0.0333,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2337,0.4535,Mandel and Agol (2002 ApJ 580 171),11.2,,,142.04732,0.0098,-0.0098,0.0,,,,,,0.9,0.11,-0.06,0.1013,,,0.021,0.426,-0.021,5.016,0.281,-0.281,,,,195.2,20.2,-20.2,13.9248005,0.0001801,-0.0001801,0.012658,0.000849,-0.000816,21.48,2.9,-2.9,89.94,,,588.0,,,5271.0,141.0,-157.0,4.669,0.028,-0.083,-0.66,0.3,-0.3,0.648,0.085,-0.042,0.718,0.063,-0.063,,,,q1_q17_dr25_stellar,0.0,19.75892,3.8e-05,43.38534,0.00041,2.9,1.5,-4.5,1.5,-0.00052,0.00027,0.00079,0.00027,1.3,0.62,-0.96,1.0,1.62,0.83,1.31,0.65,-1.07,0.93,1.7,0.81,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,007/007697/007697103/dv/kplr007697103-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454975.047,0.0098,-0.0098,007/007697/007697103/dv/kplr007697103-20160209194854_dvr.pdf,0,0,0,0,28.27,11.93,-6.36,0.96696,0.12847,-0.43752,LS+MCMC,0.729
9267996,K03431.01,,285.22256,0.0,19h00m53.41s,45.70874,0.0,+45d42m31.5s,14.29,,13.811,,13.696,,13.65,,12.793,0.029,12.471,0.03,12.39,0.025,13.874,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,68.0,4.6736383,18.733833,0.8217,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,Mandel and Agol (2002 ApJ 580 171),19.7,,,138.5631,0.0117,-0.0117,0.0,,,,,,2.08,0.59,-0.2,0.1432,,,0.971,0.027,-0.685,8.613,0.318,-0.318,,,,282.0,15.0,-15.0,19.6001405,0.0002376,-0.0002376,0.020442,0.000375,-0.005138,5.54,2.8,-2.8,79.91,,,676.0,,,6003.0,161.0,-179.0,4.507,0.048,-0.192,-0.14,0.3,-0.3,0.932,0.265,-0.088,1.019,0.118,-0.131,,,,q1_q17_dr25_stellar,0.0,19.014833,1.8e-05,45.70857,0.00012,-0.2,0.68,-0.63,0.44,0.00024,0.00021,0.00027,0.00013,1.47,0.4,0.58,0.18,1.58,0.37,2.06,0.66,1.06,0.24,2.32,0.67,LPP_DV,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009267/009267996/dv/kplr009267996-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454971.563,0.0117,-0.0117,009/009267/009267996/dv/kplr009267996-20160209194854_dvr.pdf,0,0,0,0,49.23,41.04,-13.46,0.00839,0.44272,-0.01315,LS+MCMC,0.0
7093401,K03433.01,,282.34613,0.0,18h49m23.07s,42.60891,0.0,+42d36m32.1s,16.135,,15.354,,15.109,,15.001,,13.945,0.021,13.527,0.021,13.344,0.033,15.417,,cumulative,Done,11100111111111111000000000000000,CANDIDATE,CANDIDATE,1,31.0,8.657548,29.085423,0.4898,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,Mandel and Agol (2002 ApJ 580 171),28.7,,,152.06766,0.00151,-0.00151,0.0,,,,,,36.05,10.79,-4.96,0.1935,,,1.28,32.01,-1.095,1.3521,0.0777,-0.0777,,,,3746.0,157.0,-157.0,34.08429351,5.823e-05,-5.823e-05,0.358073,31.98786,-1.076013,87.5,43.6,-43.6,89.16,,,506.0,,,5252.0,174.0,-158.0,4.428,0.143,-0.287,0.1,0.25,-0.25,0.922,0.276,-0.127,0.83,0.098,-0.066,,,,q1_q17_dr25_stellar,0.919,18.823063,9.2e-06,42.60893,0.00011,-0.47,0.37,0.07,0.38,0.0001,0.0025,-0.0003,0.0032,-0.2,0.18,-0.06,0.17,0.21,0.18,-0.24,0.2,0.03,0.19,0.24,0.21,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,007/007093/007093401/dv/kplr007093401-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454985.068,0.00151,-0.00151,007/007093/007093401/dv/kplr007093401-20160209194854_dvr.pdf,0,0,0,0,15.46,14.28,-5.29,10.89956,722.44086,-4.64164,LS+MCMC,0.999
4820550,K03823.01,,286.77145,0.0,19h07m05.15s,39.983822,0.0,+39d59m01.8s,14.399,,13.864,,13.718,,13.653,,12.769,0.023,12.446,0.022,12.382,0.022,13.922,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,7.0,28.844269,55.80787,0.8119,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,Mandel and Agol (2002 ApJ 580 171),56.3,,,292.05064,0.00185,-0.00185,0.0,,,,,,5.8,0.72,-0.34,0.6666,,,0.906,0.01,-0.028,4.683,0.154,-0.154,,,,2701.2,58.2,-58.2,202.1168173,0.0005442,-0.0005442,0.057885,0.000834,-0.002217,180.2,52.8,-52.8,89.71,,,286.0,,,5536.0,74.0,-83.0,4.498,0.038,-0.113,0.16,0.15,-0.15,0.917,0.115,-0.053,0.964,0.044,-0.059,,,,q1_q17_dr25_stellar,0.206,19.1180941,3.6e-06,39.983835,4.4e-05,-0.08,0.15,0.05,0.16,-0.0003,0.00057,-0.00028,0.00067,-0.015,0.093,0.0,0.15,0.015,0.093,-0.134,0.086,0.01,0.15,0.134,0.087,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,004/004820/004820550/dv/kplr004820550-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455125.051,0.00185,-0.00185,004/004820/004820550/dv/kplr004820550-20160209194854_dvr.pdf,0,0,0,0,1.59,0.53,-0.26,2.71177,0.79423,-0.56224,LS+MCMC,1.0
11547869,K03749.01,,285.00772,0.0,19h00m01.85s,49.503979,0.0,+49d30m14.3s,18.226,,16.786,,15.638,,15.075,,13.726,0.028,13.068,0.024,12.972,0.036,16.415,,cumulative,Done,00000000100000000000000000000000,CANDIDATE,CANDIDATE,1,10.0,86.62705,159.04483,0.5649,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3411,0.3866,Mandel and Agol (2002 ApJ 580 171),160.5,,,132.90239,0.0033,-0.0033,0.0,,,,,,12.85,3.01,-2.69,0.0612,,,1.056,17.11,-0.042,1.7541,0.0213,-0.0213,,,,56197.0,432.0,-432.0,10.72725536,4.888e-05,-4.888e-05,0.43892,17.00686,-0.034244,45.7,22.8,-22.8,88.67,,,307.0,,,3324.0,66.0,-73.0,5.006,0.075,-0.083,0.08,0.15,-0.15,0.268,0.063,-0.056,0.267,0.072,-0.064,,,,q1_q17_dr25_stellar,0.0,19.0005127,2.4e-06,49.503916,2.2e-05,-0.047,0.084,-0.231,0.078,0.0,0.11,0.01,0.17,0.08,0.072,-0.098,0.074,0.126,0.073,-0.219,0.072,-0.028,0.074,0.221,0.072,DEEP_V_SHAPED---CENT_FEW_DIFFS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,011/011547/011547869/dv/kplr011547869-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.902,0.0033,-0.0033,011/011547/011547869/dv/kplr011547869-20160209194854_dvr.pdf,0,0,0,0,2.1,1.36,-0.9,15.65832,640.11438,-1.2086,LS+MCMC,0.0
6525946,K02093.02,,292.95416,0.0,19h31m49.00s,41.934799,0.0,+41d56m05.3s,15.737,,15.314,,15.194,,15.136,,14.305,0.031,13.936,0.047,13.997,0.066,15.357,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,3,426.0,3.882593,15.1701565,0.1871,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2589,0.3978,Mandel and Agol (2002 ApJ 580 171),18.3,,,133.98497,0.00524,-0.00524,0.0,,,,,,12.28,4.64,-1.55,0.033,,,0.472,0.035,-0.43,2.504,0.11,-0.11,,,,188.1,11.1,-11.1,2.508116,1.454e-05,-1.454e-05,0.012819,0.000278,-0.000729,6.89,1.9,-1.9,86.07,,,3662.0,,,5096.0,77.0,-46.0,2.435,0.117,-0.143,-1.52,0.15,-0.15,8.769,3.319,-1.106,0.763,0.367,-0.015,,,,q1_q17_dr25_stellar,0.012,19.530327,1.3e-05,41.93462,0.00013,1.97,0.54,-0.64,0.46,-3.1e-05,9.9e-05,-0.000131,8.6e-05,-1.49,0.76,1.56,0.6,2.16,0.69,0.79,0.73,-0.07,0.57,0.79,0.74,PLANET_IN_STAR---CENT_KIC_POS,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,006/006525/006525946/dv/kplr006525946-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.985,0.00524,-0.00524,006/006525/006525946/dv/kplr006525946-20160209194854_dvr.pdf,0,0,0,0,42618.46,43373.68,-11231.94,0.98498,0.55439,-0.14662,LS+MCMC,0.98
9973109,K02018.02,,299.526,0.0,19h58m06.24s,46.899261,0.0,+46d53m57.3s,15.113,,14.518,,14.309,,14.21,,13.242,0.029,12.895,0.033,12.827,0.019,14.55,,cumulative,Done,11111101110111011000000000000000,CANDIDATE,CANDIDATE,2,63.0,3.4797032,8.8170395,0.5345,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3556,Mandel and Agol (2002 ApJ 580 171),10.9,,,131.8764,0.0133,-0.0133,0.0,,,,,,1.14,0.33,-0.2,0.114,,,0.017,0.423,-0.017,5.686,0.424,-0.424,,,,160.2,16.3,-16.3,16.0988294,0.0002694,-0.0002694,0.011509,0.000743,-0.000642,21.88,2.1,-2.1,89.96,,,705.0,,,5657.0,169.0,-169.0,4.401,0.167,-0.204,-0.48,0.3,-0.3,0.911,0.262,-0.161,0.762,0.124,-0.044,,,,q1_q17_dr25_stellar,0.085,19.968434,3.4e-05,46.89887,0.00034,1.3,1.3,-1.4,1.2,-0.00018,0.00022,0.00025,0.00021,0.22,0.72,-0.17,0.98,0.28,0.89,0.24,0.82,-0.12,0.97,0.27,0.93,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,009/009973/009973109/dv/kplr009973109-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454964.876,0.0133,-0.0133,009/009973/009973109/dv/kplr009973109-20160209194854_dvr.pdf,0,0,0,0,58.53,50.63,-23.39,0.76492,0.07487,-0.37468,LS+MCMC,0.995
5966810,K03909.01,,293.8183,0.0,19h35m16.39s,41.21146,0.0,+41d12m41.3s,15.329,,14.915,,14.784,,14.732,,13.883,0.023,13.608,0.026,13.596,0.047,14.948,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,5.0,13.033201,20.433409,0.1776,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3671,Mandel and Agol (2002 ApJ 580 171),34.6,,,133.92838,0.00789,-0.00789,0.0,,,,,,4.74,0.87,-0.87,0.833,,,0.002,0.419,-0.002,18.363,0.266,-0.266,,,,956.6,31.2,-31.2,247.891041,0.002547,-0.002547,0.028265,0.000953,-0.000431,106.04,1.5,-1.5,90.0,,,367.0,,,6121.0,82.0,-82.0,4.163,0.154,-0.126,0.16,0.15,-0.15,1.536,0.281,-0.281,1.257,0.095,-0.131,,,,q1_q17_dr25_stellar,0.885,19.587885,1.1e-05,41.21148,0.00012,-0.04,0.46,0.07,0.44,-0.00013,0.00042,3e-05,0.00041,-0.33,0.86,-0.73,0.9,0.8,0.89,-0.36,0.8,-0.72,0.91,0.81,0.89,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005966/005966810/dv/kplr005966810-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.928,0.00789,-0.00789,005/005966/005966810/dv/kplr005966810-20160209194854_dvr.pdf,0,0,0,0,4.27,2.03,-1.57,0.3671,0.00505,-0.11968,LS+MCMC,0.97
