kepid,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score
7834045,K04630.01,,295.59735,0.0,19h42m23.36s,43.596401,0.0,+43d35m47.0s,15.387,,14.837,,14.656,,14.521,,13.612,0.033,13.192,,13.05,,14.875,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,32.0,4.231552,11.072874,0.574,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2891,0.3589,Mandel and Agol (2002 ApJ 580 171),15.3,,,155.6611,0.015,-0.015,0.0,,,,,,2.46,0.45,-0.5,0.2558,,,0.373,0.093,-0.373,10.532,0.566,-0.566,,,,257.3,20.2,-20.2,44.6966177,0.0009472,-0.0009472,0.014812,0.00064,-0.000863,30.6,13.6,-13.6,89.3,,,637.0,,,5929.0,80.0,-80.0,4.123,0.182,-0.098,0.12,0.15,-0.15,1.518,0.279,-0.307,1.116,0.121,-0.081,,,,q1_q17_dr25_stellar,0.053,19.706482,2e-05,43.59622,0.00019,-0.29,0.8,-0.65,0.67,-0.00031,0.00019,1e-05,0.00016,1.62,0.3,1.17,0.94,1.99,0.6,0.27,0.38,0.68,0.73,0.73,0.57,CENT_KIC_POS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,007/007834/007834045/dv/kplr007834045-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454988.661,0.015,-0.015,007/007834/007834045/dv/kplr007834045-20160209194854_dvr.pdf,0,0,0,0,38.95,18.64,-15.47,0.2716,0.12036,-0.07995,LS+MCMC,1.0
10663738,K04698.01,,291.12744,0.0,19h24m30.59s,47.938801,0.0,+47d56m19.7s,15.124,,14.684,,14.612,,14.574,,13.673,0.024,13.413,0.025,13.419,0.031,14.765,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,157.0,3.3963172,9.347392,0.9385,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3138,0.2998,Mandel and Agol (2002 ApJ 580 171),10.4,,,137.2755,0.0122,-0.0122,0.0,,,,,,1.28,0.44,-0.14,0.0883,,,0.311,0.149,-0.311,2.959,0.288,-0.288,,,,112.5,13.1,-13.1,8.5275894,0.0001023,-0.0001023,0.00985,0.000511,-0.000837,21.16,4.8,-4.8,89.16,,,1049.0,,,6469.0,158.0,-248.0,4.385,0.056,-0.224,0.07,0.25,-0.3,1.193,0.41,-0.137,1.26,0.165,-0.184,,,,q1_q17_dr25_stellar,0.016,19.40848,5.8e-05,47.93801,0.0005,-0.6,2.1,-2.8,1.8,6e-05,0.00018,0.00023,0.00016,0.1,1.1,0.31,0.68,0.34,0.74,0.2,1.0,0.21,0.69,0.32,0.85,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010663/010663738/dv/kplr010663738-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454970.275,0.0122,-0.0122,010/010663/010663738/dv/kplr010663738-20160209194854_dvr.pdf,0,0,0,0,286.1,282.78,-94.39,2.46569,0.56233,-1.47353,LS+MCMC,0.965
7891294,K04699.01,,291.88797,0.0,19h27m33.11s,43.649811,0.0,+43d38m59.3s,13.221,,12.838,,12.746,,12.739,,11.917,0.021,11.676,0.018,11.621,0.019,12.889,,cumulative,Done,01010101010101010000000000000000,CANDIDATE,CANDIDATE,1,211.0,3.5472298,8.634525,0.1613,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,Mandel and Agol (2002 ApJ 580 171),9.9,,,133.4849,0.0103,-0.0103,0.0,,,,,,1.08,0.19,-0.16,0.0435,,,0.983,0.009,-0.683,3.571,0.32,-0.32,,,,34.2,4.0,-4.0,3.07714195,4.18e-05,-4.18e-05,0.007413,5e-05,-0.00249,1.767,0.881,-0.881,56.21,,,1493.0,,,6108.0,82.0,-92.0,4.251,0.125,-0.112,0.1,0.15,-0.15,1.336,0.237,-0.194,1.162,0.083,-0.093,,,,q1_q17_dr25_stellar,0.517,19.45923,3.3e-05,43.64985,0.00042,1.2,1.3,0.2,1.5,-4e-05,4.4e-05,1e-06,5.1e-05,-0.53,0.59,-0.07,0.71,0.54,0.59,-0.5,0.59,0.11,0.71,0.51,0.6,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,007/007891/007891294/dv/kplr007891294-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.485,0.0103,-0.0103,007/007891/007891294/dv/kplr007891294-20160209194854_dvr.pdf,0,0,0,0,1175.0,543.1,-367.03,0.01102,0.8904,-0.00401,LS+MCMC,1.0
9413156,K04700.01,,295.36145,0.0,19h41m26.75s,45.914841,0.0,+45d54m53.4s,16.61,,15.937,,15.699,,15.564,,14.672,0.031,14.16,0.038,14.111,0.061,15.972,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,2,300.0,3.48671,9.321168,0.7903,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,Mandel and Agol (2002 ApJ 580 171),10.9,,,135.08701,0.00713,-0.00713,0.0,,,,,,1.2,0.26,-0.11,0.0456,,,0.242,0.22,-0.242,2.026,0.214,-0.214,,,,243.0,26.9,-26.9,3.83488354,3.374e-05,-3.374e-05,0.014219,0.000946,-0.001009,14.26,4.2,-4.2,89.03,,,1003.0,,,5515.0,182.0,-199.0,4.592,0.036,-0.135,-0.26,0.3,-0.3,0.775,0.164,-0.07,0.868,0.083,-0.102,,,,q1_q17_dr25_stellar,0.587,19.690788,3.4e-05,45.91478,0.00041,0.9,1.3,-0.2,1.5,-0.0002,0.00027,7e-05,0.00031,-0.97,0.62,-0.07,0.63,0.97,0.62,-0.62,0.61,0.06,0.62,0.62,0.61,CENT_FEW_DIFFS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009413/009413156/dv/kplr009413156-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.087,0.00713,-0.00713,009/009413/009413156/dv/kplr009413156-20160209194854_dvr.pdf,0,0,0,0,239.15,160.61,-68.31,3.72674,1.09715,-2.13201,LS+MCMC,1.0
5431027,K04558.01,,285.59543,0.0,19h02m22.90s,40.679722,0.0,+40d40m47.0s,15.179,,14.553,,14.35,,14.27,,13.266,0.021,12.885,0.025,12.77,0.021,14.598,,cumulative,Done,11110111011101110000000000000000,CANDIDATE,CANDIDATE,1,117.0,4.041067,9.938959,0.8354,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,Mandel and Agol (2002 ApJ 580 171),13.3,,,136.8921,0.0107,-0.0107,0.0,,,,,,1.13,0.35,-0.28,0.0793,,,0.022,0.433,-0.022,6.735,0.335,-0.335,,,,104.6,8.9,-8.9,8.8233996,0.0001538,-0.0001538,0.009255,0.000558,-0.000407,10.12,1.1,-1.1,89.88,,,929.0,,,5602.0,152.0,-152.0,4.269,0.253,-0.207,-0.14,0.3,-0.25,1.121,0.342,-0.28,0.852,0.125,-0.073,,,,q1_q17_dr25_stellar,0.0,19.039733,3.2e-05,40.68068,0.00039,1.5,1.3,3.5,1.4,-0.00017,0.00013,-0.00036,0.00014,-0.94,0.49,-0.79,0.67,1.23,0.57,-1.16,0.49,-0.96,0.68,1.51,0.57,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005431/005431027/dv/kplr005431027-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454969.892,0.0107,-0.0107,005/005431/005431027/dv/kplr005431027-20160209194854_dvr.pdf,0,0,0,0,176.13,157.78,-87.32,0.2515,0.02633,-0.10549,LS+MCMC,0.972
6070337,K04632.01,,299.01312,0.0,19h56m03.15s,41.329311,0.0,+41d19m45.5s,16.265,,15.586,,15.341,,15.19,,14.205,0.024,13.819,0.028,13.831,0.04,15.618,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,1,27.0,3.7871153,9.378828,0.1816,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,Mandel and Agol (2002 ApJ 580 171),10.5,,,143.73713,0.00929,-0.00929,0.0,,,,,,13.25,2.59,-1.31,0.2125,,,1.125,6.784,-0.055,2.928,0.375,-0.375,,,,784.1,93.5,-93.5,40.0691482,0.0003946,-0.0003946,0.159185,6.766979,-0.046683,29.4,14.4,-14.4,87.81,,,458.0,,,5485.0,191.0,-191.0,4.575,0.051,-0.111,-0.38,0.35,-0.3,0.762,0.149,-0.075,0.796,0.096,-0.079,,,,q1_q17_dr25_stellar,0.516,19.934238,3.3e-05,41.32938,0.00036,1.2,1.3,0.2,1.3,-0.0007,0.0011,-0.0004,0.0011,0.09,0.57,0.32,0.63,0.33,0.63,0.11,0.54,0.32,0.63,0.33,0.62,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,006/006070/006070337/dv/kplr006070337-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454976.737,0.00929,-0.00929,006/006070/006070337/dv/kplr006070337-20160209194854_dvr.pdf,0,0,0,0,10.42,6.65,-3.07,0.29941,3.80385,-0.19669,LS+MCMC,0.872
5954001,K04633.01,,289.77954,0.0,19h19m07.09s,41.214409,0.0,+41d12m51.9s,14.352,,13.817,,13.632,,13.557,,12.725,0.029,12.379,0.033,12.307,0.022,13.848,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,115.0,3.1516411,9.376589,0.3395,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3671,Mandel and Agol (2002 ApJ 580 171),12.7,,,142.6574,0.0131,-0.0131,0.0,,,,,,1.12,0.2,-0.17,0.1067,,,0.353,0.091,-0.353,6.551,0.473,-0.473,,,,66.9,6.5,-6.5,11.6933447,0.0002027,-0.0002027,0.007556,0.000491,-0.000347,12.88,5.2,-5.2,88.43,,,950.0,,,6049.0,72.0,-90.0,4.248,0.125,-0.125,0.18,0.15,-0.15,1.354,0.251,-0.205,1.189,0.081,-0.097,,,,q1_q17_dr25_stellar,,19.318623,2.4e-05,41.21448,0.00037,-0.49,0.99,0.3,1.3,3.2e-05,6.6e-05,,,0.41,0.39,0.39,0.84,0.56,0.75,0.49,0.41,0.28,0.76,0.57,0.62,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005954/005954001/dv/kplr005954001-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454975.657,0.0131,-0.0131,005/005954/005954001/dv/kplr005954001-20160209194854_dvr.pdf,0,0,0,0,192.95,91.31,-62.09,0.29596,0.23848,-0.05628,LS+MCMC,1.0
8196226,K04634.01,,300.6496,0.0,20h02m35.90s,44.05574,0.0,+44d03m20.7s,14.104,,13.647,,13.506,,13.452,,12.627,0.024,12.317,0.023,12.251,0.025,13.685,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,332.0,3.2048519,9.801798,0.8527,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3058,0.3071,Mandel and Agol (2002 ApJ 580 171),10.8,,,133.12194,0.00468,-0.00468,0.0,,,,,,0.98,0.3,-0.14,0.0494,,,0.304,0.152,-0.304,1.33,0.2,-0.2,,,,85.2,9.6,-9.6,4.02745396,2.588e-05,-2.588e-05,0.008577,0.000312,-0.00085,22.3,10.8,-10.8,89.22,,,1250.0,,,6174.0,175.0,-197.0,4.398,0.105,-0.195,-0.28,0.3,-0.3,1.041,0.326,-0.14,0.987,0.147,-0.12,,,,q1_q17_dr25_stellar,0.138,20.043286,3.3e-05,44.05596,0.00034,-0.8,1.3,0.8,1.2,0.00013,0.00011,-7e-05,0.00011,-1.04,0.72,-0.15,0.63,1.05,0.7,-1.08,0.73,-0.18,0.62,1.1,0.73,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008196/008196226/dv/kplr008196226-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.122,0.00468,-0.00468,008/008196/008196226/dv/kplr008196226-20160209194854_dvr.pdf,0,0,0,0,577.46,536.1,-197.5,12.86387,37.53133,-6.49001,LS+MCMC,0.998
9002538,K03196.01,,283.35046,0.0,18h53m24.11s,45.339111,0.0,+45d20m20.8s,11.806,,11.467,,11.405,,11.424,,10.547,0.02,10.335,0.018,10.276,0.014,11.525,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,272.0,8.368256,11.007343,0.8756,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2904,0.3534,Mandel and Agol (2002 ApJ 580 171),12.5,,,135.32139,0.00516,-0.00516,0.0,,,,,,0.59,0.1,-0.09,0.0584,,,0.058,0.388,-0.058,2.864,0.141,-0.141,,,,20.4,1.8,-1.8,4.96061094,2.81e-05,-2.81e-05,0.004139,0.000214,-0.000247,13.278,0.936,-0.936,89.75,,,1272.0,,,6117.0,135.0,-135.0,4.244,0.137,-0.112,-0.04,0.15,-0.15,1.298,0.221,-0.199,1.079,0.103,-0.075,,,,q1_q17_dr25_stellar,0.039,18.89,2.5e-05,45.33933,0.00023,-1.16,0.97,0.81,0.83,2.6e-05,2.1e-05,-1.9e-05,1.8e-05,-0.2,1.5,0.38,0.79,0.4,1.3,-0.2,1.4,0.23,0.81,0.3,1.4,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009002/009002538/dv/kplr009002538-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.321,0.00516,-0.00516,009/009002/009002538/dv/kplr009002538-20160209194854_dvr.pdf,0,0,0,0,618.99,306.08,-213.14,1.79961,0.12686,-0.84424,LS+MCMC,0.917
5642688,K04705.01,,297.60236,0.0,19h50m24.57s,40.803219,0.0,+40d48m11.6s,15.649,,15.042,,14.833,,14.693,,13.776,0.03,13.388,,13.37,0.036,15.078,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,1,769.0,3.3823733,9.979716,0.6849,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2787,0.3728,Mandel and Agol (2002 ApJ 580 171),11.9,,,132.85599,0.00597,-0.00597,0.0,,,,,,1.03,0.28,-0.15,0.0239,,,0.197,0.254,-0.197,1.406,0.147,-0.147,,,,124.0,12.7,-12.7,1.4733245,1.018e-05,-1.018e-05,0.010226,0.000648,-0.000586,7.956,0.881,-0.881,88.58,,,1576.0,,,5751.0,172.0,-189.0,4.431,0.12,-0.18,-0.36,0.3,-0.3,0.921,0.248,-0.134,0.834,0.12,-0.07,,,,q1_q17_dr25_stellar,0.0,19.840257,3e-05,40.80331,0.00029,4.1,1.2,0.3,1.0,-0.00044,0.00014,-4e-05,0.00012,2.09,0.41,0.24,0.43,2.1,0.37,2.11,0.54,0.21,0.55,2.12,0.49,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005642/005642688/dv/kplr005642688-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.856,0.00597,-0.00597,005/005642/005642688/dv/kplr005642688-20160209194854_dvr.pdf,0,0,0,0,1453.8,1181.37,-525.08,4.38825,0.48571,-4.23603,LS+MCMC,0.446
5552562,K04495.01,,296.77414,0.0,19h47m05.79s,40.793282,0.0,+40d47m35.8s,16.05,,15.413,,15.216,,15.119,,14.149,0.034,13.883,0.049,13.797,0.063,15.466,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,1,192.0,3.6082761,11.289228,0.7563,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,Mandel and Agol (2002 ApJ 580 171),14.9,,,135.63378,0.00868,-0.00868,0.0,,,,,,1.39,0.42,-0.14,0.065,,,0.097,0.359,-0.097,4.507,0.248,-0.248,,,,205.3,16.2,-16.2,5.93218209,6.003e-05,-6.003e-05,0.013028,0.000654,-0.000672,10.16,1.5,-1.5,89.46,,,1000.0,,,5843.0,164.0,-205.0,4.474,0.054,-0.216,0.08,0.25,-0.3,0.977,0.297,-0.099,1.036,0.127,-0.127,,,,q1_q17_dr25_stellar,0.001,19.784929,1.7e-05,40.79365,0.00029,-0.52,0.7,1.3,1.0,0.00017,0.00013,0.00031,0.00019,-0.68,0.96,-3.5,1.2,3.5,1.2,-0.27,0.5,-1.4,0.62,1.43,0.64,CENT_FEW_MEAS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005552/005552562/dv/kplr005552562-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.634,0.00868,-0.00868,005/005552/005552562/dv/kplr005552562-20160209194854_dvr.pdf,0,0,0,0,235.68,211.98,-70.69,0.56321,0.08388,-0.25237,LS+MCMC,1.0
6186182,K04496.01,,284.68292,0.0,18h58m43.90s,41.592411,0.0,+41d35m32.7s,16.119,,15.533,,15.381,,15.304,,14.419,0.029,14.05,0.036,13.874,0.048,15.602,,cumulative,Done,11110111011101110000000000000000,CANDIDATE,CANDIDATE,1,11.0,4.5556273,9.164617,0.5289,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,Mandel and Agol (2002 ApJ 580 171),10.4,,,144.86825,0.00954,-0.00954,0.0,,,,,,2.41,0.74,-0.24,0.4268,,,0.095,0.357,-0.095,5.253,0.27,-0.27,,,,591.0,65.6,-65.6,96.384483,0.0014,-0.0014,0.022095,0.001442,-0.001471,142.7,14.8,-14.8,89.96,,,400.0,,,5919.0,162.0,-203.0,4.485,0.039,-0.221,0.21,0.15,-0.35,1.0,0.305,-0.102,1.114,0.109,-0.163,,,,q1_q17_dr25_stellar,0.023,18.978829,3.6e-05,41.59187,0.0004,-1.3,1.5,-1.9,1.5,0.00076,0.00084,0.00106,0.00085,0.19,0.74,-1.3,1.3,1.3,1.3,0.29,0.76,-1.4,1.4,1.4,1.3,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,006/006186/006186182/dv/kplr006186182-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454977.868,0.00954,-0.00954,006/006186/006186182/dv/kplr006186182-20160209194854_dvr.pdf,0,0,0,0,6.03,5.41,-1.8,5.91183,0.61423,-2.64149,LS+MCMC,0.967
4073017,K07681.01,,295.47382,0.0,19h41m53.72s,39.124561,0.0,+39d07m28.4s,15.408,,14.68,,14.5,,14.352,,13.459,0.026,13.032,0.029,12.946,0.031,14.772,,cumulative,Done,11111011101110111000000000000000,CANDIDATE,CANDIDATE,1,177.0,2.9427624,7.941939,0.158,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,Mandel and Agol (2002 ApJ 580 171),9.8,,,131.59851,0.00911,-0.00911,0.0,,,,,,0.92,0.17,-0.07,0.063,,,0.19,0.269,-0.19,2.818,0.238,-0.238,,,,134.6,16.5,-16.5,6.05552018,6.367e-05,-6.367e-05,0.010451,0.000886,-0.000673,16.3,7.0,-7.0,89.33,,,844.0,,,5352.0,159.0,-159.0,4.585,0.024,-0.128,0.07,0.3,-0.3,0.805,0.149,-0.064,0.919,0.058,-0.102,,,,q1_q17_dr25_stellar,0.005,19.698274,3.1e-05,39.12509,0.00038,0.8,1.3,1.9,1.4,-6e-05,0.00019,-0.00035,0.0002,-0.04,0.44,0.4,1.2,0.4,1.2,0.21,0.41,0.4,1.2,0.5,1.2,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,004/004073/004073017/dv/kplr004073017-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454964.599,0.00911,-0.00911,004/004073/004073017/dv/kplr004073017-20160209194854_dvr.pdf,0,0,0,0,119.89,69.41,-29.85,2.23603,0.96538,-1.041,LS+MCMC,1.0
10585749,K04563.01,,285.15942,0.0,19h00m38.26s,47.88274,0.0,+47d52m57.9s,15.026,,14.449,,14.256,,14.19,,13.218,0.023,12.829,0.023,12.775,0.029,14.487,,cumulative,Done,11111110111011101000000000000000,CANDIDATE,CANDIDATE,1,20.0,4.063198,9.464146,0.5969,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2329,0.4554,Mandel and Agol (2002 ApJ 580 171),10.5,,,144.7536,0.0194,-0.0194,0.0,,,,,,1.7,0.27,-0.33,0.2731,,,0.823,0.122,-0.583,10.545,0.594,-0.594,,,,152.0,16.4,-16.4,54.333582,0.001271,-0.001271,0.012734,0.002564,-0.001944,23.2,10.7,-10.7,87.97,,,513.0,,,5500.0,88.0,-66.0,4.228,0.195,-0.12,0.14,0.15,-0.1,1.221,0.193,-0.236,0.92,0.066,-0.039,,,,q1_q17_dr25_stellar,0.092,19.010636,4e-05,47.88314,0.00036,0.3,1.4,1.4,1.3,-7e-05,0.00023,-0.00023,0.00021,-0.34,0.27,0.95,0.88,1.01,0.83,-0.41,0.27,0.91,0.89,1.0,0.81,CENT_FEW_MEAS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010585/010585749/dv/kplr010585749-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454977.754,0.0194,-0.0194,010/010585/010585749/dv/kplr010585749-20160209194854_dvr.pdf,0,0,0,0,16.37,7.02,-6.22,0.08028,0.29585,-0.06538,LS+MCMC,0.603
9579208,K03165.01,,287.6376,0.0,19h10m33.02s,46.204411,0.0,+46d12m15.9s,10.602,,10.296,,10.221,,10.248,,9.445,0.021,9.239,0.02,9.191,0.011,10.335,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,323.0,3.84024,13.636274,0.887,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3023,0.3153,Mandel and Agol (2002 ApJ 580 171),22.1,,,132.79189,0.00537,-0.00537,0.0,,,,,,1.02,0.07,-0.04,0.0527,,,0.312,0.145,-0.312,4.362,0.135,-0.135,,,,34.3,1.8,-1.8,4.11754421,2.626e-05,-2.626e-05,0.005429,0.000191,-0.00021,6.92,2.4,-2.4,87.42,,,1581.0,,,6263.0,81.0,-74.0,4.024,0.013,-0.013,-0.18,0.15,-0.15,1.726,0.111,-0.068,1.147,0.156,-0.078,,,,q1_q17_dr25_stellar,0.004,19.175845,1.5e-05,46.20394,0.00018,0.21,0.57,-1.68,0.64,0.0,1.8e-05,3.7e-05,2e-05,1.96,0.7,-0.71,0.96,2.08,0.87,1.18,0.71,0.19,0.91,1.2,0.65,CENT_SATURATED,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009579/009579208/dv/kplr009579208-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.792,0.00537,-0.00537,009/009579/009579208/dv/kplr009579208-20160209194854_dvr.pdf,0,0,0,0,1477.06,284.34,-177.38,0.37015,0.12842,-0.07573,LS+MCMC,1.0
9773270,K04636.01,,292.98517,0.0,19h31m56.44s,46.506569,0.0,+46d30m23.6s,16.154,,15.429,,15.235,,15.152,,14.29,0.034,13.856,0.037,13.749,0.05,15.511,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,1,9.0,7.736311,14.3759165,0.247,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2111,0.4955,Mandel and Agol (2002 ApJ 580 171),15.0,,,170.9953,0.0275,-0.0275,0.0,,,,,,6.13,1.77,-0.55,0.4945,,,0.997,68.38,-0.053,8.342,0.796,-0.796,,,,1041.2,86.1,-86.1,122.749053,0.003595,-0.003595,0.057538,68.34416,-0.023347,39.5,19.8,-19.8,88.55,,,348.0,,,5619.0,180.0,-200.0,4.488,0.048,-0.204,0.44,0.05,-0.3,0.976,0.281,-0.088,1.069,0.089,-0.122,,,,q1_q17_dr25_stellar,0.002,19.532325,2.3e-05,46.50684,0.00022,-0.71,0.84,0.98,0.79,0.00059,0.00078,-0.0013,0.00074,0.38,0.36,0.63,0.69,0.74,0.62,-0.56,0.15,-0.5,0.43,0.75,0.38,CENT_KIC_POS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009773/009773270/dv/kplr009773270-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455003.995,0.0275,-0.0275,009/009773/009773270/dv/kplr009773270-20160209194854_dvr.pdf,0,0,0,0,3.48,3.06,-0.99,0.07764,15.16177,-0.06248,LS+MCMC,1.0
