ra,dec,koi_gmag,koi_count,koi_num_transits,koi_max_mult_ev,koi_bin_oedp_sig,koi_ldm_coeff1,koi_model_snr,koi_prad,koi_impact,koi_duration,koi_depth,koi_dor,koi_incl,koi_teq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_tce_plnt_num,koi_time0,koi_insol,koi_srho,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,prediction,prediction_proba_pos
1.0950532321330315,1.1034668578322162,0.7330722859106797,-0.4590692202256637,-0.4216130802753545,1.052607982740868,0.4846277112248652,-0.2479096010510951,0.4878177263795744,-0.0365215739984767,0.3057166616367999,-0.7187937121015662,1.022626307665691,-0.3580532335507346,0.2174946427132036,-0.318523342995294,0.0250118491542436,0.3063198179451121,0.278238102469627,-0.1124674859225461,-0.0730160059121064,0.1733266366800002,0.0522329776143956,0.0474028926257599,0.0642116636401811,0.4618045843669908,-0.0268199694986186,-0.0145320557334934,-0.7157333905990659,-0.4044450271843333,-0.0330826131461687,-0.0756615750056312,-0.1438236367581611,0.0,0.0,0.0,0.0,1,0.77
0.5335756226701386,1.6317060782519428,0.842572885087561,-0.4590692202256637,-0.4775459182786814,0.4140604603277821,1.1122003509433969,-0.1268532027438713,0.066575157056491,-0.0385831245501638,-0.2638739324088047,-0.4018116027114535,0.5178143658869333,-0.3054265909920416,0.2293975236362705,-0.6113506216078032,-0.1529421625631034,0.4781638362849424,-2.31473486210508,-0.1455386151657078,-0.558530222322974,-0.7084159791879897,0.0755681280778284,0.2533457228296967,0.016317414533503,-0.1033723601262981,-0.0588312257198444,0.0651496963006448,-0.6129036501013461,-0.4044450271843333,-0.0612335078146794,-0.0776276015591475,-0.1701570818916096,0.0,0.0,0.0,0.0,1,0.63
0.4325687259693673,1.672453553733799,0.8495474455446858,0.8768074495628432,-0.1083891874567234,-0.1665523993433061,-0.3851244670718082,1.6254877760311817,-0.1814661527987255,-0.0337315210302815,-3.982939364009032,-0.9672758421256974,-0.0918316023987774,-0.3232525862676463,0.0402739711919933,-0.1541290813180959,-1.06364084932417,0.6138732884493898,0.4609627027833984,-0.1441182065411097,-0.5046712326322467,-0.5995154967501105,0.678532670846521,-0.4568835706601863,-0.0123413746054818,0.0081268829001488,0.030938294381487,0.0915342580737147,0.0881887844243541,0.9511947861557472,-0.5018253689105681,-0.0726534297271691,-4.39682416814146,0.0,0.0,0.0,0.0,1,0.52
-0.8094641302912106,0.5991719602640678,-1.242123235547436,2.21268411935135,0.4201761316747164,-0.1784020460549622,-1.6757353693132022,-0.1784510118584259,-0.2349233316468325,-0.042484560011207,0.0371102371851039,-0.4957422112432529,-0.1439584012910863,-0.483876320539823,-0.3564887262435553,0.7671637601645351,0.0308667386366016,-0.2205948732439493,0.7299530553848177,-0.0491653094168107,-0.203531462634627,2.210819533904837,0.2132572513842875,0.3864555427807556,-0.0224243337582637,0.0043239013019243,0.1293148435463818,-0.480804700284927,-0.298580654133498,2.306834599495828,-0.5642987448261841,-0.0554985991352505,-0.1895739966161521,0.0,0.0,0.0,0.0,1,0.68
-0.1003750357232372,-1.5816880613001518,0.8858151599217412,-0.4590692202256637,-0.217458221563211,0.9544763851439696,0.0701865761685473,-0.8631142481861648,1.635008784459951,-0.0396569847332628,0.071775228720261,-0.3574360476843872,0.4660469269787112,-0.4531540947141421,-0.19117093564541,-0.0205587437053724,0.299895809687585,0.5824644623777163,-2.498144115637841,-0.1373891523128431,-0.5494778520524825,-0.7294934919179019,-0.0220845476618323,-0.0596094759452759,-0.0521169676674185,-0.0031632407156938,0.0270037140886058,0.0877490588234879,-0.6649526022704736,-0.4044450271843333,-0.0171870323229223,-0.0772283304859666,-0.179999478976819,0.0,0.0,0.0,0.0,1,0.63
0.428992595121441,-1.4943135676642134,0.8216492037161819,-0.4590692202256637,-0.4327996478760199,2.190575117879538,-0.7181635535962819,-0.1784510118584259,3.3124950567135496,-0.0377918226875651,-0.0213420415990101,-0.6722682358041749,2.172546967523937,-0.065035604283657,0.3100726054481654,-0.3099611418662733,0.0006350544854026,0.5782632273430208,0.6125783076778292,-0.1113830152317896,-0.1784620784683461,-0.8032647864725942,-0.0679781856178266,-0.2746931729266075,-0.146994690708919,-0.603109301422846,0.3842247794071114,0.364431776134424,-0.1223004057726094,-0.4044450271843333,0.0411388559008945,-0.0762902064842248,0.0600988723629793,0.0,0.0,0.0,0.0,1,0.59
-1.2204100263047544,-1.2062509917752609,0.9869462865500696,-0.4590692202256637,-0.466359350678016,0.2880496379417226,-1.25453887753225,0.2313546643783221,0.4931634442643851,-0.0401077501430603,0.141030329253344,-0.4743948186211075,0.3422038100465972,-0.2776735793274009,0.212204473414064,-0.5360032516724208,0.323118496085006,0.2761619235464494,-0.8906512450485066,-0.1501049452671517,-0.2813739869201594,-0.3465853439911651,0.0675836761553977,-0.0689378431720178,-0.0898154793670316,-0.0069600034290855,-0.037991547124282,0.0073768853631319,-0.6179582052455886,-0.4044450271843333,-0.0726671568797148,-0.0771382239937591,-0.1622783089316428,0.0,0.0,0.0,0.0,1,0.68
0.2601666328600581,-0.4781624217029184,1.0120547041957246,-0.4590692202256637,-0.5614451752836719,1.89979029671086,0.3988346808220089,2.901541286056504,2.57799341934056,-0.0379413145846567,0.0490791945767551,0.6377238535102203,2.0833220544175948,0.2900835101852151,0.3232980286960181,-1.0891214446071602,-1.9203880600864025,0.7407206049821787,-0.3964003944731075,-0.1638756478288723,-0.9935520381055832,-0.8032647864725942,0.1250590292368015,0.0618001093924675,-0.1322637199614421,0.2071864969602227,-0.0789878697524282,0.0986986815985415,-0.6359474921701926,-0.4044450271843333,0.3674307423822478,-0.0784158927534455,-0.1611489015865078,0.0,0.0,0.0,0.0,1,0.65
0.2959530076770839,-0.569897239122927,0.6361258955566271,-0.4590692202256637,-0.4831392020790141,3.225361208469809,-0.8914384535831532,-0.6557307461680523,5.671025787492032,-0.0365124211772433,0.0670521581716703,0.4349681159481419,1.4768991365399786,-0.3788816226252738,0.1302068492773833,-0.4657932024144507,0.7252690436054692,0.3956459337790004,0.6443899172430091,-0.0829621472592502,0.1151022380581933,-0.8032647864725942,0.037038038954769,0.0289756668986991,-0.1434105105869365,0.0343472944425198,0.0191779709934022,-0.1512274610167099,-0.5462806040335321,-0.4044450271843333,-0.069937403878071,-0.0762692995484475,-0.1810804336312797,0.0,0.0,0.0,0.0,1,0.56
-0.3895110635906024,-0.5590634739838872,0.4987270545512419,-0.4590692202256637,-0.2957641947678688,1.2009845180011225,1.609056838040254,-0.3769041238374803,1.6403545023447617,-0.0354383153045027,0.1070813142641946,-0.5446033013597663,0.4634371225095977,-0.4145447908877164,-0.0496589068933985,-0.1558415215439001,0.2564321135334298,0.6174552565230679,2.10572774243027,-0.0907081188864448,-0.472357930071932,-0.750571004647814,0.1363433089420273,0.1042400797530886,-0.0129014082000053,-0.0108257474418402,-0.0287363332876684,-0.0964408307204027,-0.6640836824439,-0.4044450271843333,-0.0560022713549255,-0.0725529852296491,-0.1750234781381644,0.0,0.0,0.0,0.0,1,0.62
