ra,dec,koi_gmag,koi_disposition,koi_count,koi_num_transits,koi_max_mult_ev,koi_bin_oedp_sig,koi_ldm_coeff1,koi_model_snr,koi_prad,koi_impact,koi_duration,koi_depth,koi_dor,koi_incl,koi_teq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_tce_plnt_num,koi_time0,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_srho
290.0495,41.250359,12.964,0,1,,,,0.4322,5.0,0.64,0.3106,1.375,60.5,257.0,89.95,449.0,5441.0,4.481,-0.36,0.827,0.756,0.125,1.7,-1.3,-0.00014,7e-05,0.6,3.0,3.1,1.0,2454974.147,0,0,0,0,9.61,137.49228
293.46365,41.290939,16.025,0,1,,,,0.3618,8.3,2.56,0.3818,3.33,804.0,825.0,89.95,243.0,5897.0,4.531,-0.16,0.891,0.983,0.015,-1.5,-1.9,0.0013,0.0016,0.64,-1.2,1.36,1.0,2455244.619,0,0,0,0,0.83,74.52739
286.79755,42.42091,13.799,0,1,5.0,8.318484,0.069,0.2951,21.6,3.24,0.652,18.078,273.4,87.5,89.57,413.0,6537.0,4.044,-0.02,1.859,1.397,0.084,0.22,0.72,-2e-05,-0.00021,0.89,0.75,1.16,1.0,2455000.057,0,0,0,0,6.9,0.17945
289.04572,42.446758,15.549,0,1,,,,0.3445,8.3,2.99,0.1585,3.458,985.0,1057.0,89.95,238.0,6039.0,4.493,-0.14,0.951,1.027,0.0,-0.2,-12.2,0.0002,0.0116,3.61,1.1,3.76,1.0,2455006.647,0,0,0,0,0.75,100.8166
282.29132,42.545509,12.832,0,1,89.0,11.625513,0.0026,0.3098,11.8,2.26,0.474,0.633,256.7,164.5,89.84,922.0,6311.0,4.207,-0.28,1.339,1.05,0.008,0.15,1.14,-6e-05,-0.00021,0.44,0.43,0.62,1.0,2454977.64,0,0,0,0,170.46,365.27817
290.9241,38.438339,14.325,0,1,49.0,8.687865,0.7554,0.3288,12.2,1.35,0.068,6.623,122.4,30.34,89.87,717.0,6346.0,4.362,0.14,1.214,1.241,0.15,-2.5,0.03,-1e-05,-0.00012,5.6,1.33,5.7,1.0,2454982.109,0,0,0,0,62.57,0.77593
294.63104,38.404549,16.261,0,1,24.0,11.769422,0.9969,0.3928,14.5,4.1,0.819,1.545,1647.0,150.0,89.69,483.0,5838.0,4.529,-0.08,0.897,0.992,0.932,-0.26,-0.93,0.0001,0.0003,-0.6,-0.37,0.7,1.0,2455004.948,0,0,0,0,12.9,28.80186
288.34174,40.09639,15.525,0,1,15.0,10.782924,0.1388,0.5086,15.2,1.57,0.54,7.939,372.3,83.3,89.63,325.0,5180.0,4.548,0.0,0.8,0.825,0.935,0.15,-0.23,-8e-05,2e-05,-0.3,-1.47,1.5,1.0,2454985.842,0,0,0,0,2.62,1.08684
288.9306,40.057339,13.183,0,1,,,,0.3669,7.3,1.51,0.8164,3.569,110.8,141.8,89.95,440.0,5806.0,4.168,-0.3,1.281,0.881,0.053,-1.6,-1.4,7e-05,0.00015,0.1,1.59,1.6,1.0,2455028.226,0,0,0,0,8.86,4.36553
297.26181,41.255508,15.806,0,1,53.0,10.172146,0.6886,0.3729,14.2,1.2,0.069,19.49,147.6,10.99,89.64,605.0,5897.0,4.476,0.16,0.999,1.088,0.001,-0.5,-1.58,3e-05,0.00027,-0.36,-0.17,0.4,1.0,2454965.088,0,0,0,0,31.66,0.03259
283.51559,41.335819,15.802,0,1,,,,0.3429,14.0,2.77,0.0213,23.5,699.5,122.4,89.95,271.0,6140.0,4.455,0.07,1.048,1.142,0.0,3.1,0.7,-0.0027,-0.0007,-3.3,13.6,14.0,1.0,2455203.244,0,0,0,0,1.27,0.25665
284.3486,41.319389,14.593,0,1,,,,0.6134,22.0,8.41,0.2007,18.594,821.3,146.3,89.95,363.0,4842.0,3.562,0.26,3.035,1.227,0.001,0.46,0.91,-0.00029,-0.00052,0.64,-1.13,1.3,1.0,2455051.299,0,0,0,0,4.12,0.47248
285.17563,41.342499,15.36,0,1,6.0,9.447285,0.0117,0.381,13.1,2.49,0.26,11.784,394.2,109.2,89.86,376.0,6123.0,4.332,0.34,1.252,1.229,0.0,-1.3,2.9,0.0005,-0.00151,1.22,0.62,1.37,1.0,2455134.749,0,0,0,0,4.72,0.84112
294.86414,38.480183,14.1,0,1,,,,0.2493,10.6,2.77,0.0703,12.169,249.0,397.1,89.95,320.0,7089.0,4.148,0.08,1.729,1.532,0.78,0.3,-0.3,-9e-05,0.0001,-1.5,1.7,2.3,1.0,2455074.587,0,0,0,0,2.48,3.03304
285.5293,38.548141,16.636,0,1,,,,0.6192,8.3,1.18,0.1577,2.076,368.0,94.4,89.95,410.0,4445.0,4.63,-0.26,0.635,0.629,0.011,-0.2,-0.9,-0.00076,0.0006,2.5,-1.39,2.9,1.0,2454986.586,0,0,0,0,6.66,24.41299
286.59076,38.5583,15.901,0,1,,,,0.4379,7.6,2.75,0.2222,5.117,822.0,507.0,89.95,253.0,5544.0,4.402,-0.08,0.966,0.859,0.4,-0.9,1.0,0.0009,-0.0002,0.0,0.0,0.0,1.0,2455133.237,0,0,0,0,0.96,21.46512
290.94846,38.56591,16.144,0,1,,,,0.4965,6.0,2.32,0.0074,3.428,886.0,800.0,89.95,216.0,5310.0,4.582,0.0,0.796,0.886,0.545,0.5,0.1,-0.0007,0.0005,1.4,-1.81,2.3,1.0,2455101.295,0,0,0,0,0.52,79.26886
289.35559,40.068352,13.35,0,1,,,,0.2866,8.7,1.64,0.0998,11.35,118.0,295.1,89.95,331.0,6499.0,4.084,-0.66,1.497,0.993,0.0,-0.9,-3.0,0.00013,0.00042,-1.9,-1.93,2.69,1.0,2455018.818,0,0,0,0,2.84,2.55598
290.12497,40.098381,15.995,0,1,64.0,8.634729,0.7444,0.3661,10.2,1.63,0.775,4.706,215.9,22.5,88.02,682.0,6063.0,4.476,0.07,1.012,1.117,0.025,1.1,-2.4,-0.00023,0.00046,0.3,0.17,0.34,1.0,2454983.582,0,0,0,0,51.22,0.48101
296.01852,40.087151,14.577,0,1,,,,0.4983,9.7,16.68,0.5518,2.6,532.7,428.0,89.95,698.0,5106.0,3.006,-0.28,7.052,1.839,0.227,1.8,0.54,-0.00045,-0.00047,-0.1,-0.14,0.2,1.0,2455041.797,0,0,0,0,56.11,51.62428
289.18372,41.343376,14.737,0,1,,,,0.3981,8.2,4.42,0.2745,13.76,1637.0,138.9,89.95,289.0,5780.0,4.438,,1.0,1.0,0.0,-1.16,3.16,0.0003,0.0033,7.7,-5.9,9.7,1.0,2454966.929,0,0,0,0,1.65,0.81608
289.81567,41.396439,17.074,0,1,,,,0.436,12.3,1.03,0.6074,16.04,758.0,215.3,89.95,94.0,3434.0,4.892,0.0,0.36,0.368,0.03,0.9,-0.2,-0.00085,-0.0014,3.13,-3.4,4.65,1.0,2455167.058,0,0,0,0,0.02,0.63213
292.16544,41.329342,14.023,0,1,,,,0.4395,8.7,4.42,0.154,4.998,333.3,508.0,89.95,375.0,5458.0,3.755,-0.14,2.453,1.248,0.706,-0.6,-0.4,0.00015,8e-05,-0.08,1.1,1.1,1.0,2455255.711,0,0,0,0,4.7,22.66438
292.74023,41.37896,16.332,0,1,,,,0.3393,8.1,2.03,0.2209,4.912,472.3,122.15,89.95,427.0,6046.0,4.509,-0.2,0.927,1.011,0.809,-0.2,0.5,0.00016,-0.00018,-1.42,-0.02,1.42,1.0,2455038.128,0,0,0,0,7.86,5.54166
290.3548,38.672531,15.276,0,1,,,,0.3175,7.4,1.48,0.062,10.9,417.4,316.4,89.95,211.0,5776.0,4.622,-0.72,0.726,0.807,0.254,0.9,-1.0,-0.00047,0.00041,0.49,-0.72,0.87,1.0,2455167.673,0,0,0,0,0.47,3.03991
292.4809,38.654121,15.753,0,1,,,,0.3541,7.5,2.09,0.055,4.66,531.0,354.0,89.95,300.0,5941.0,4.519,-0.14,0.911,1.001,0.163,-0.8,0.2,0.00053,0.00028,-1.5,2.2,2.7,1.0,2455077.953,0,0,0,0,1.92,18.71166
298.76041,40.052792,12.455,0,1,13.0,7.5158663,0.2077,0.6142,9.5,8.16,0.743,2.188,292.4,256.0,89.83,670.0,4869.0,3.193,-0.04,4.383,1.094,0.438,0.1,-0.58,1e-05,0.00011,-0.07,-0.33,0.34,1.0,2455025.304,0,0,0,0,47.59,28.43819
298.39798,41.314892,13.46,0,1,3.0,12.134006,0.5133,0.3661,20.8,2.06,0.027,14.548,346.5,294.1,89.99,238.0,5912.0,4.367,0.1,1.115,1.056,0.961,0.1,0.15,4e-05,3e-05,0.9,-0.58,1.07,1.0,2455140.688,0,0,0,0,0.76,1.5852
289.20016,41.430752,15.838,0,1,,,,0.3154,8.6,1.84,0.1094,10.775,603.0,274.2,89.95,224.0,5772.0,4.608,-0.62,0.745,0.823,0.0,-4.7,-0.3,0.0032,0.0001,1.98,-0.4,2.02,1.0,2455335.233,0,0,0,0,0.6,2.69491
293.77448,38.654381,15.674,0,1,83.0,9.398239,0.1208,0.3728,10.5,1.45,0.588,2.896,323.3,27.5,88.78,693.0,5654.0,4.59,-0.38,0.774,0.865,0.476,-0.63,-0.7,3e-05,-0.00022,0.8,1.25,1.48,1.0,2454975.346,0,0,0,0,54.46,2.50026
296.01883,40.108009,16.629,0,1,30.0,8.500976,0.4449,0.4341,10.1,1.95,0.038,3.663,618.4,71.1,89.97,491.0,5504.0,4.583,-0.16,0.796,0.892,0.0,0.2,3.7,-0.00017,-0.00174,-0.13,0.59,0.6,1.0,2454986.597,0,0,0,0,13.7,6.11103
297.78833,40.130909,13.494,0,1,,,,0.5193,12.9,20.03,0.9527,4.854,390.3,84.6,89.38,741.0,5145.0,3.05,0.07,7.653,2.394,0.581,-0.22,0.08,0.00012,1e-05,0.07,-0.2,0.21,1.0,2455076.713,0,0,0,0,71.41,0.55812
289.5257,41.500488,15.227,0,1,,,,0.3159,11.8,3.22,0.3315,14.69,782.0,142.4,89.95,315.0,6343.0,4.411,0.07,1.137,1.213,0.046,1.0,-2.2,-0.0005,0.00106,2.9,0.63,2.96,1.0,2454995.545,0,0,0,0,2.32,0.68607
289.82709,41.524811,15.683,0,1,,,,0.3651,9.9,1.35,0.1755,22.35,272.4,61.3,89.95,301.0,5692.0,4.496,-0.56,0.82,0.77,0.005,2.1,-1.6,-0.00075,0.00054,3.18,-0.09,3.19,1.0,2454987.377,0,0,0,0,1.94,0.13537
291.65906,38.712158,15.947,0,1,20.0,9.027697,0.5116,0.4191,9.9,2.0,0.109,6.854,382.5,74.158,89.92,458.0,5816.0,4.432,0.16,1.03,1.047,0.382,-1.6,-0.6,0.0005,0.00027,0.1,-1.2,1.2,1.0,2455016.311,0,0,0,0,10.36,1.78451
291.82471,38.779911,15.235,0,1,,,,0.4288,5.5,1.92,0.0853,1.89,310.1,245.4,89.95,481.0,5729.0,4.372,0.28,1.105,1.048,0.261,0.6,-1.4,-0.00023,0.00044,1.3,1.53,2.0,1.0,2454973.994,0,0,0,0,12.67,77.73003
291.78705,38.863152,14.234,0,1,,,,0.4547,7.3,15.19,0.3936,4.284,555.6,189.9,89.95,783.0,5215.0,3.073,-0.44,6.428,1.782,0.427,0.86,0.0,-0.00051,-2e-05,-0.07,-0.03,0.07,1.0,2455005.024,0,0,0,0,88.86,10.1536
292.5578,38.8503,15.079,0,1,,,,0.4369,9.4,2.0,0.5904,6.012,359.1,108.9,89.95,385.0,5762.0,4.461,0.38,1.022,1.103,0.572,-0.6,-0.7,0.00014,0.00022,-0.28,-0.89,0.93,1.0,2455027.152,0,0,0,0,5.19,2.28781
290.2984,40.287842,16.375,0,1,5.0,10.918966,0.3268,0.5167,10.4,11.67,1.045,3.779,1762.0,211.0,89.72,260.0,5324.0,4.396,0.1,0.966,0.846,0.482,1.2,-0.2,-0.0016,0.0002,0.5,-0.17,0.53,1.0,2455009.522,0,0,0,0,1.08,2.32327
294.84802,40.240879,14.47,0,1,,,,0.5082,10.8,13.73,0.8391,10.777,481.6,173.4,89.95,463.0,5110.0,3.184,-0.2,5.469,1.668,0.902,0.05,-0.19,5e-05,9e-05,0.47,-0.16,0.5,1.0,2455027.714,0,0,0,0,10.83,0.56458
284.46585,40.314941,16.297,0,1,,,,0.4968,8.6,1.9,0.0166,11.86,669.8,243.8,89.95,206.0,5228.0,4.592,-0.18,0.751,0.806,0.193,-2.0,-0.6,0.0014,0.0,0.05,1.7,1.7,1.0,2455144.474,0,0,0,0,0.43,2.00147
291.50589,41.550388,14.903,0,1,33.0,7.5568275,0.6611,0.3071,9.8,1.25,0.046,4.873,149.0,30.8,89.91,744.0,6372.0,4.453,-0.32,1.015,1.066,0.585,-0.2,0.4,-1e-05,-0.00011,-0.4,-0.28,0.49,1.0,2454972.337,0,0,0,0,72.59,1.46245
284.59164,41.639271,11.376,0,1,,,,0.392,8.5,1.2,0.2313,7.037,64.8,247.9,89.95,361.0,5807.0,4.108,0.06,1.496,1.046,0.939,-0.3,-0.2,3e-05,2e-05,-1.5,-1.6,2.2,1.0,2454995.144,0,0,0,0,4.02,5.31246
289.84286,38.309601,15.752,0,2,32.0,9.280186,0.1829,0.3511,12.0,72.59,1.692,6.262,471.8,13.3,82.69,509.0,5942.0,4.506,-0.06,0.938,1.028,0.246,1.2,-0.2,-0.00049,8e-05,0.29,-0.27,0.39,2.0,2454982.645,0,0,0,0,15.83,0.02228
296.55005,49.102322,15.426,0,2,25.0,7.999897,0.1532,0.5167,11.9,1.88,0.876,3.543,344.4,64.6,89.22,406.0,5242.0,4.512,0.14,0.856,0.869,0.985,0.1,0.3,5e-05,-2e-05,-1.0,-0.36,1.07,2.0,2454974.625,0,0,0,0,6.41,1.54841
294.36734,38.846889,14.232,0,2,72.0,8.451001,0.4125,0.3469,11.7,1.82,0.607,5.796,86.0,15.43,87.75,1030.0,5934.0,3.945,-0.06,1.885,1.141,0.383,0.0,-1.2,0.0,9e-05,-0.42,-0.69,0.8,1.0,2454970.558,0,0,0,0,265.78,0.33003
286.23233,38.991749,15.816,0,1,,,,0.4221,5.6,1.76,0.3719,3.866,671.0,678.0,89.95,200.0,5171.0,4.626,-0.52,0.677,0.706,0.696,0.6,-0.9,0.0003,-0.0003,-0.9,-0.21,0.92,1.0,2455185.534,0,0,0,0,0.38,45.58894
290.09991,40.386581,14.575,0,1,,,,0.4981,6.8,6.93,0.0078,2.641,470.1,1690.0,89.95,338.0,5172.0,3.534,-0.2,3.264,1.33,0.18,-1.3,-0.1,0.00073,1e-05,0.3,0.85,0.9,1.0,2455176.313,0,0,0,0,3.09,278.10907
290.93436,40.358158,16.268,0,1,,,,0.4974,7.5,2.0,0.158,3.325,732.0,732.0,89.95,217.0,5228.0,4.6,-0.14,0.755,0.836,0.534,-0.3,0.1,0.0006,0.0002,-0.4,-0.61,0.7,1.0,2455116.124,0,0,0,0,0.53,74.86334
298.19696,41.650452,13.264,0,1,,,,0.5376,14.0,32.58,0.546,9.62,745.2,303.0,89.95,599.0,5053.0,2.77,0.07,11.706,2.939,0.012,0.09,-0.39,4e-05,0.00049,-0.73,0.9,1.16,1.0,2455320.817,0,0,0,0,30.43,2.71969
294.90323,38.95647,15.772,0,1,,,,0.4057,7.6,3.01,0.0483,3.161,991.0,715.4,89.95,269.0,5825.0,4.504,0.21,0.965,1.083,0.972,-0.1,-0.2,0.0003,0.0001,-0.4,0.8,0.9,1.0,2455188.493,0,0,0,0,1.25,83.45161
286.65286,41.756142,14.707,0,1,32.0,7.6503897,0.3719,0.3671,9.5,2.93,0.073,5.366,129.5,7.45,89.44,1636.0,5921.0,3.766,0.2,2.589,1.427,0.316,1.5,0.4,-0.00017,-4e-05,-0.79,-1.27,1.49,1.0,2454968.756,0,0,0,0,1692.64,0.29201
290.38223,41.757408,15.853,0,1,,,,0.392,7.2,2.0,0.1936,13.05,475.2,277.9,89.95,225.0,5818.0,4.523,0.07,0.925,1.039,0.186,1.8,0.8,-0.0013,-0.0006,1.1,-0.91,1.4,1.0,2454994.054,0,0,0,0,0.6,1.80518
290.39795,41.75079,15.966,0,1,,,,0.4164,14.1,2.88,0.0156,8.854,992.0,330.0,89.95,242.0,5696.0,4.491,0.02,0.924,0.965,0.001,3.2,-2.1,-0.003,0.0021,3.65,-4.06,5.46,1.0,2455093.124,0,0,0,0,0.8,4.90913
291.82446,39.00618,14.033,0,1,,,,0.573,9.1,6.15,0.3683,5.561,123.0,80.5,89.95,838.0,4999.0,3.243,0.28,5.615,2.012,0.897,-0.21,0.1,3e-05,-2e-05,-0.5,-0.94,1.06,1.0,2454979.119,0,0,0,0,116.69,2.54189
288.78986,45.727459,15.892,0,1,,,,0.4328,11.8,2.32,0.2981,3.965,1209.0,813.0,89.95,187.0,5126.0,4.623,-0.56,0.669,0.685,0.659,-0.7,0.2,0.0009,-0.0003,1.32,0.24,1.3,1.0,2455318.382,0,0,0,0,0.29,55.6666
292.64258,45.732342,16.457,0,1,13.0,11.883194,0.5037,0.49,16.1,1.72,0.341,16.03,501.0,38.3,89.49,343.0,5141.0,4.526,-0.24,0.773,0.731,0.054,-0.87,-1.33,-0.00027,0.00047,-0.14,0.53,0.55,1.0,2454996.509,0,0,0,0,3.29,0.15224
296.05667,45.76976,15.724,0,1,,,,0.4586,12.4,1.43,0.1665,5.019,539.0,140.3,89.95,302.0,5040.0,4.635,-0.84,0.626,0.616,0.03,-1.15,0.39,0.00042,-0.00051,-0.29,0.23,0.37,1.0,2455017.272,0,0,0,0,1.97,6.23723
298.3862,45.764229,16.415,0,1,,,,0.5745,9.4,2.02,0.2033,5.179,960.0,280.3,89.95,232.0,4788.0,4.599,-0.36,0.672,0.655,0.203,1.2,-1.2,-0.0012,0.0009,1.69,1.5,2.3,1.0,2454987.304,0,0,0,0,0.68,11.70825
281.32047,47.214809,14.234,0,1,,,,0.3444,6.0,1.32,0.2749,2.588,174.6,217.5,89.95,447.0,6072.0,4.467,-0.08,0.994,1.054,0.684,-0.2,-0.6,-4e-05,0.00015,-1.0,0.81,1.3,1.0,2454964.947,0,0,0,0,9.45,34.00891
284.0925,47.251381,15.502,0,1,,,,0.4216,13.2,2.19,0.0198,12.53,676.8,307.1,89.95,209.0,5609.0,4.546,-0.04,0.854,0.937,0.001,1.6,1.5,-0.00108,-0.001,1.3,-3.4,3.6,1.0,2455080.584,0,0,0,0,0.45,2.26143
288.47318,47.247921,13.811,0,1,,,,0.3879,9.8,4.6,0.648,3.53,300.8,337.0,89.95,458.0,5357.0,3.641,-0.58,2.522,1.014,0.074,-0.36,-0.68,0.00013,0.00023,0.08,-0.21,0.22,1.0,2454996.566,0,0,0,0,10.45,18.31077
296.65967,43.27029,11.652,0,1,,,,0.3057,11.3,0.82,0.1103,3.938,19.1,11.09,89.38,1479.0,6356.0,3.985,-0.14,1.865,1.227,0.002,2.0,2.0,-3.3e-05,-2.8e-05,-0.19,-1.02,1.03,1.0,2454964.781,0,0,0,0,1131.75,0.78869
296.19122,44.542122,15.69,0,1,,,,0.3568,6.8,2.02,0.1779,3.172,480.0,488.0,89.95,309.0,5919.0,4.483,-0.24,0.923,0.945,0.027,-0.8,-1.9,-0.00033,0.00096,-0.22,-1.1,1.12,1.0,2455094.772,0,0,0,0,2.14,54.00488
300.83527,44.560661,14.329,0,1,,,,0.5288,9.0,6.04,0.6305,5.088,131.3,29.3,88.81,1176.0,4995.0,3.118,-0.28,5.058,1.225,0.635,0.28,-1.28,8e-05,-1e-05,0.5,0.25,0.5,1.0,2454969.514,0,0,0,0,451.88,0.78056
299.81772,45.709164,13.827,0,1,25.0,10.398431,0.7579,0.4535,12.4,3.28,0.954,6.89,1096.0,25.2,87.83,405.0,5299.0,4.535,-0.44,0.757,0.715,0.362,2.0,3.83,-0.00055,0.0003,,,,1.0,2454988.257,0,0,0,0,6.34,0.10064
288.02945,45.800098,14.841,0,1,,,,0.3453,7.6,2.0,0.3145,3.709,371.1,568.0,89.95,293.0,6054.0,4.425,-0.1,1.028,1.023,0.284,-0.7,1.2,0.0003,-0.00045,1.76,1.05,2.05,1.0,2455090.679,0,0,0,0,1.74,42.67112
299.03528,45.869289,14.555,0,1,,,,0.5395,9.5,10.03,0.3779,5.298,472.5,549.0,89.95,452.0,4961.0,3.131,-0.26,4.649,1.067,0.012,0.7,-2.6,-0.0002,0.0014,1.6,0.0,1.6,1.0,2455202.509,0,0,0,0,9.86,19.38816
291.36295,47.328709,12.02,0,1,,,,0.4872,10.0,6.69,0.3282,3.671,346.7,1171.0,89.95,354.0,5208.0,3.458,-0.2,3.62,1.37,0.516,0.04,-0.45,-3e-05,0.00012,0.61,-1.5,1.6,1.0,2455221.637,0,0,0,0,3.73,88.85483
291.63892,47.474972,14.727,0,1,,,,0.3034,9.7,1.19,0.3519,9.205,140.9,54.9,89.38,480.0,6224.0,4.413,-0.58,0.983,0.91,0.001,2.7,1.6,-0.0005,-0.00026,0.62,0.19,0.65,1.0,2454980.937,0,0,0,0,12.52,0.64268
296.6608,43.275089,13.369,0,1,,,,0.287,7.0,1.54,0.0062,1.633,117.0,276.0,89.95,611.0,6525.0,4.215,-0.22,1.412,1.196,0.058,-1.2,1.3,0.00014,-0.00021,-0.56,-1.8,1.8,1.0,2455018.755,0,0,0,0,33.01,116.7038
298.03403,43.228271,14.712,0,1,,,,0.4889,9.2,3.24,0.1124,3.313,463.7,971.0,89.95,283.0,5324.0,4.027,0.02,1.534,0.912,0.973,0.0,-0.2,4e-05,0.0001,0.83,0.03,0.83,1.0,2455343.1,0,0,0,0,1.51,100.24682
282.98114,43.300407,14.14,0,1,54.0,8.081782,0.8953,0.319,9.3,0.97,0.175,4.451,78.1,41.16,89.76,701.0,6223.0,4.392,-0.08,1.095,1.073,0.61,-1.3,0.4,0.00011,-3e-05,0.34,-1.06,1.11,1.0,2454979.41,0,0,0,0,57.15,2.26207
287.93747,43.377659,13.484,0,1,119.0,8.559556,0.1287,0.2353,9.0,1.4,0.268,4.545,61.3,18.25,89.16,1279.0,7372.0,4.142,-0.04,1.752,1.552,0.082,1.1,1.2,-1.8e-05,-6.4e-05,0.69,-0.1,0.7,1.0,2454975.596,0,0,0,0,632.06,0.92097
294.51031,43.322319,14.673,0,1,,,,0.4132,7.4,2.0,0.7102,4.066,386.6,588.0,89.95,236.0,5574.0,4.381,-0.28,0.953,0.798,0.425,-1.0,0.4,0.00041,-0.00016,0.1,-0.7,0.71,1.0,2455355.388,0,0,0,0,0.74,21.00408
286.11234,44.657581,15.553,0,1,,,,0.3838,12.0,1.85,0.4505,12.48,499.7,220.2,89.95,226.0,5701.0,4.558,-0.3,0.815,0.877,0.119,-1.9,0.7,0.00079,-0.00032,-2.61,-2.62,3.7,1.0,2455204.411,0,0,0,0,0.62,1.30918
286.29144,44.658772,16.235,0,1,,,,0.4803,20.6,2.34,0.1026,22.53,961.1,129.7,89.95,209.0,5302.0,4.595,-0.12,0.771,0.865,0.0,-2.8,3.3,0.0025,-0.0028,1.86,2.3,3.0,1.0,2455010.056,0,0,0,0,0.45,0.29497
286.80566,44.63987,15.207,0,1,,,,0.381,12.0,2.04,0.111,8.859,517.8,297.2,89.95,250.0,5823.0,4.522,-0.08,0.901,0.984,0.01,-2.4,0.5,0.00146,-0.0004,1.1,2.0,2.28,1.0,2455093.955,0,0,0,0,0.93,4.30363
285.60675,45.990318,13.407,0,1,8.0,11.95487,0.8038,0.3661,16.4,1.52,0.013,10.245,158.0,106.2,89.99,392.0,5960.0,4.306,0.1,1.213,1.087,0.633,0.49,0.33,-6e-05,-5e-05,-1.18,0.95,1.51,1.0,2455076.141,0,0,0,0,5.6,1.14312
287.3548,45.948662,11.879,0,1,,,,0.3416,6.9,1.33,0.0813,2.679,57.6,287.7,89.95,523.0,6018.0,4.036,-0.2,1.75,1.24,0.219,-1.3,0.1,8.6e-05,0.0,0.2,0.2,0.2,1.0,2454986.802,0,0,0,0,17.64,44.58762
289.02255,45.926022,14.26,0,1,,,,0.3178,5.2,1.26,0.0792,2.721,184.0,517.0,89.95,332.0,6164.0,4.483,-0.44,0.927,0.952,0.412,-1.3,-0.3,0.00031,7e-05,-0.53,-0.88,1.03,1.0,2455115.544,0,0,0,0,2.89,78.56284
283.46307,47.5546,14.762,0,1,,,,0.5225,11.0,1.57,0.1407,4.84,448.4,610.0,89.95,203.0,5074.0,4.536,-0.22,0.761,0.725,0.078,-1.2,1.1,0.00068,-0.00036,-0.9,1.5,1.7,1.0,2455049.192,0,0,0,0,0.4,29.26973
287.29132,47.598251,16.329,0,1,7.0,10.540687,0.8676,0.5746,12.5,3.71,0.886,5.276,1857.0,144.2,89.65,241.0,4899.0,4.624,0.07,0.713,0.818,0.085,-0.02,1.78,-0.00036,0.0006,-0.29,-1.84,1.86,1.0,2455062.754,0,0,0,0,0.8,1.78479
283.58612,47.633739,14.504,0,1,,,,0.4899,6.8,4.3,0.5092,3.188,125.0,64.8,89.38,950.0,5197.0,3.453,-0.2,3.784,1.483,0.049,0.6,1.3,-0.00015,-0.00025,-0.31,0.36,0.48,1.0,2454978.647,0,0,0,0,192.79,5.36151
289.72818,43.488239,15.796,0,1,92.0,8.044964,0.2147,0.4603,9.0,1.21,0.042,3.171,217.5,34.8,89.93,657.0,5475.0,4.567,0.07,0.837,0.944,,0.5,-1.1,,0.00022,0.93,-0.67,1.15,1.0,2454966.965,0,0,0,0,44.12,3.91712
295.59698,44.613892,14.06,0,1,,,,0.3467,8.8,1.08,0.2387,12.47,181.5,326.0,89.95,206.0,5829.0,4.575,-0.42,0.802,0.879,0.376,-0.7,-1.5,0.0001,0.00022,0.89,1.37,1.64,1.0,2455205.478,0,0,0,0,0.43,2.2418
295.97278,44.645088,15.226,0,1,,,,0.3159,9.0,3.01,0.2032,3.46,688.9,1140.0,89.95,258.0,6343.0,4.411,0.07,1.137,1.213,0.056,-1.4,0.7,0.00105,-0.0004,1.12,-0.5,1.2,1.0,2455249.768,0,0,0,0,1.04,105.98019
296.9707,44.61042,15.405,0,1,,,,0.4195,8.5,2.22,0.5041,10.06,531.3,385.0,89.95,210.0,5751.0,4.514,0.21,0.943,1.06,0.79,-0.4,0.4,0.00022,-0.00023,0.83,1.8,2.0,1.0,2455084.039,0,0,0,0,0.46,3.3174
287.08969,44.792,16.495,0,1,,,,0.4051,15.1,3.63,0.3683,9.233,1780.0,434.0,89.95,206.0,5693.0,4.551,-0.08,0.856,0.95,0.086,-1.2,0.4,0.0031,-0.0019,0.4,-2.7,2.7,1.0,2455029.085,0,0,0,0,0.42,5.30607
296.97369,45.995209,13.998,0,1,,,,0.3298,7.4,1.73,0.3708,2.529,227.1,544.0,89.95,356.0,6098.0,4.321,-0.26,1.131,0.976,0.896,-0.4,-0.3,8e-05,1e-05,0.66,0.47,0.81,1.0,2455026.301,0,0,0,0,3.81,83.66138
288.13684,46.03838,15.465,0,1,61.0,7.763436,0.6992,0.5256,9.0,1.14,0.256,3.524,153.2,43.5,89.66,598.0,5221.0,4.422,0.18,0.936,0.843,0.1,2.9,-0.6,-0.00045,6e-05,-2.1,1.34,2.46,1.0,2454981.729,0,0,0,0,30.28,3.70342
292.03522,47.684391,15.159,0,1,3.0,9.024842,0.1609,0.4603,10.9,2.41,0.031,8.65,548.6,447.0,90.0,230.0,5613.0,4.378,0.12,1.044,0.948,0.934,0.0,-0.1,0.0001,0.00012,-1.26,1.16,1.71,1.0,2455074.496,0,0,0,0,0.67,6.87591
