ra,dec,koi_gmag,koi_disposition,koi_count,koi_num_transits,koi_max_mult_ev,koi_bin_oedp_sig,koi_ldm_coeff1,koi_model_snr,koi_prad,koi_impact,koi_duration,koi_depth,koi_dor,koi_incl,koi_teq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_tce_plnt_num,koi_time0,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_srho
294.86319,40.007511,14.66,0,1,498.0,12.720676,0.7216,0.3239,13.6,0.93,0.362,2.139,76.4,7.33,87.17,1507.0,6164.0,4.446,-0.02,1.045,1.109,0.612,0.73,0.18,-3.6e-05,2.5e-05,0.68,0.84,1.07,1.0,2454964.736,0,0,0,0,1220.49,1.57827
294.33646,44.918289,14.962,0,2,175.0,10.0476,0.612,0.3661,12.8,1.42,0.608,2.757,115.9,16.45,87.88,1064.0,5951.0,4.283,0.14,1.262,1.117,0.299,1.1,0.0,-0.00015,-2e-05,-0.79,-0.36,0.86,2.0,2454966.64,0,0,0,0,303.08,1.55852
295.43967,44.039162,10.677,0,1,203.0,28.712275,0.0519,0.3434,30.7,1.26,0.751,3.1044,65.7,10.91,86.05,1211.0,6042.0,4.139,-0.16,1.432,1.029,0.0,1.73,-0.16,-0.000108,-2.1e-05,6.0,-6.2,8.7,1.0,2454965.746,0,0,0,0,507.81,0.56886
293.68356,47.833141,16.293,0,1,1303.0,15.958482,0.7921,0.3729,23.2,1.65,0.006,1.5471,231.3,4.386,89.92,2047.0,6116.0,4.44,0.21,1.084,1.181,0.0,-0.28,-0.6,8.9e-05,-0.00037,0.13,0.76,0.78,1.0,2454964.832,0,0,0,0,4163.14,2.11791
296.26456,39.40596,16.034,0,2,60.0,14.495762,0.022,0.3858,17.5,1.98,0.052,4.077,567.8,26.47,89.89,699.0,5745.0,4.559,-0.2,0.837,0.928,0.001,-0.33,-0.89,-0.00049,-0.00029,0.69,0.5,0.85,1.0,2454972.953,0,0,0,0,56.45,1.83117
292.37903,39.435841,15.674,0,2,156.0,13.031365,0.925,0.5396,17.7,1.37,0.604,2.1552,320.8,15.09,87.71,836.0,5044.0,4.551,-0.28,0.738,0.708,0.199,-1.23,-0.28,0.00032,0.0,-3.5,-3.4,4.9,1.0,2454966.344,0,0,0,0,115.35,2.40992
290.9288,47.887249,15.138,0,1,44.0,14.320765,0.5739,0.3147,16.2,1.89,0.022,3.675,331.6,66.79,89.98,634.0,6341.0,4.446,-0.24,1.033,1.083,0.033,0.81,-1.18,-0.00024,0.00038,0.08,0.37,0.38,1.0,2454967.683,0,0,0,0,38.1,5.64196
297.27222,43.098721,16.782,0,1,70.0,15.271056,0.6735,0.5738,17.5,2.04,0.973,3.798,731.3,11.52,85.16,455.0,4504.0,4.713,-1.06,0.53,0.528,0.0,-1.89,-1.46,-0.00114,-0.00013,3.5,0.82,3.6,1.0,2454973.23,0,0,0,0,10.1,0.11086
290.48007,38.136688,14.303,0,1,394.0,16.681965,0.4987,0.319,20.2,2.34,0.982,1.5436,175.7,4.5,77.4,1472.0,6310.0,4.273,-0.08,1.282,1.122,0.027,-0.45,-0.31,0.00016,3.4e-05,-0.37,-0.25,0.44,1.0,2454967.213,0,0,0,0,1111.66,0.15164
297.59085,40.81496,16.408,0,2,12.0,8.4362,0.2074,0.6584,16.1,2.72,0.935,5.382,1148.4,49.3,88.91,281.0,4474.0,4.67,-0.3,0.614,0.645,0.001,-1.39,-2.62,0.00037,-0.00116,0.37,2.61,2.64,3.0,2454998.554,0,0,0,0,1.47,0.39283
286.58014,45.163822,11.906,0,1,132.0,11.836137,0.3063,0.3135,18.4,1.99,0.915,6.017,37.7,5.51,80.45,1389.0,6133.0,3.718,-0.14,2.71,1.401,0.009,-0.75,0.5,2.6e-05,-2.2e-05,-0.36,-0.84,0.92,1.0,2454969.43,0,0,0,0,879.94,0.03068
294.75769,46.83112,13.798,0,1,6.0,85.03827,0.4892,0.5277,92.3,9.91,0.947,10.509,1627.7,77.87,89.3,354.0,5185.0,3.936,0.34,1.853,1.08,0.408,0.09,0.05,-0.00011,-0.00016,0.16,-0.17,0.23,1.0,2455029.971,0,0,0,0,3.73,0.15799
295.34222,48.856152,14.228,0,1,1908.0,17.340601,0.9727,0.6257,16.1,14.81,0.459,0.7887,134.4,6.13,85.71,5173.0,4676.0,2.577,0.26,12.558,2.17,0.251,0.39,0.2,-4.6e-05,-1.2e-05,-0.17,0.1,0.2,1.0,2454964.851,0,0,0,0,168689.02,8.94072
297.84125,42.118252,13.764,0,1,11.0,93.85304,0.672,0.2931,48.5,29.64,0.917,6.819,8067.0,75.8,89.31,651.0,6525.0,3.772,-0.16,2.668,1.536,0.0,0.101,-0.097,-0.0006,0.001,0.031,-0.08,0.09,1.0,2454977.805,0,0,0,0,42.53,0.67189
299.7915,44.281231,15.18,0,1,91.0,99.980515,0.5391,0.398,7.7,23.4,1.226,2.524,3058.0,18.11,86.12,624.0,5440.0,4.617,-0.4,0.728,0.814,0.005,0.11,0.15,0.00026,-0.00054,0.049,-0.078,0.092,1.0,2454975.028,0,0,0,0,35.81,0.54091
290.57672,39.95689,15.575,0,2,182.0,8.079639,0.1386,0.4695,10.5,1.2,0.06,3.465,108.1,15.77,89.78,989.0,5480.0,4.26,0.16,1.174,0.915,,-1.5,1.6,0.00013,,0.53,2.62,2.68,2.0,2454968.001,0,0,0,0,225.73,1.47451
287.84833,39.358429,15.891,0,1,15.0,12.376152,0.1951,0.3928,14.4,3.33,0.001,5.382,1347.3,116.2,90.0,404.0,5648.0,4.464,-0.12,0.917,0.892,0.0,3.77,-0.718,0.00058,7e-05,-5.99,1.11,6.09,1.0,2454994.572,0,0,0,0,6.33,4.72989
294.53934,43.60778,16.036,0,1,11.0,71.43152,0.7811,0.421,110.9,4.49,0.046,16.7151,3252.5,60.725,89.96,321.0,5613.0,4.581,-0.26,0.795,0.888,0.0,-0.09,-0.12,-0.00135,-0.0028,0.126,0.116,0.171,1.0,2454999.5,0,0,0,0,2.51,0.26495
295.84747,40.006721,16.279,0,1,183.0,12.219349,0.5522,0.4603,13.2,1.54,0.018,2.605,328.5,17.211,89.94,915.0,5591.0,4.559,0.07,0.86,0.977,0.009,2.21,-0.19,-0.00013,-0.00033,-1.58,1.37,2.09,1.0,2454967.93,0,0,0,0,165.58,2.89494
294.8418,39.91888,16.001,0,1,18.0,14.07217,0.7115,0.4767,17.1,2.08,0.688,5.346,649.0,50.1,89.21,423.0,5204.0,4.525,-0.32,0.769,0.723,0.031,-0.7,-0.93,0.00045,0.00064,-0.46,-0.27,0.54,1.0,2454980.812,0,0,0,0,7.59,1.11811
288.17789,47.36668,16.021,0,1,8.0,46.177593,0.0757,0.398,48.0,6.98,0.917,3.09,4899.0,232.4,89.77,301.0,5594.0,4.52,-0.4,0.812,0.798,0.019,-0.26,-0.15,-0.0003,-0.0021,0.0,0.15,0.15,1.0,2455007.296,0,0,0,0,1.93,8.68795
289.10992,39.68539,15.892,0,1,12.0,44.087418,0.5941,0.6188,62.8,3.05,0.063,6.765,2141.1,114.32,89.97,283.0,4735.0,4.627,-0.1,0.686,0.73,0.0,-0.26,0.54,0.00035,-0.00094,-0.134,-0.06,0.15,1.0,2455037.83,0,0,0,0,1.52,2.97631
295.66913,38.795841,16.348,0,1,8.0,26.515982,0.2421,0.3589,37.1,11.12,0.04,15.679,2500.9,88.9,89.97,481.0,5974.0,3.859,0.1,2.232,1.313,0.001,1.69,-0.49,0.0017,-0.0006,,,,1.0,2455017.525,0,0,0,0,12.65,0.43588
298.21527,45.406891,13.042,0,1,743.0,14.562021,0.7164,0.3354,12.5,1.48,0.403,1.166,46.1,10.84,87.87,2223.0,6002.0,3.841,-0.28,2.139,1.156,0.01,-0.85,0.98,2.4e-05,-4.5e-05,1.34,0.24,1.36,1.0,2454965.876,0,0,0,0,5787.99,7.51192
297.94476,42.191879,14.116,0,3,10.0,7.629128,0.3163,0.3589,11.2,1.8,0.325,11.342,156.9,94.1,89.8,424.0,6052.0,4.183,0.08,1.424,1.128,0.182,-2.2,-0.5,0.00036,9e-05,-0.41,1.58,1.63,3.0,2455027.695,0,0,0,0,7.63,0.74167
294.54373,40.313862,16.355,0,1,416.0,42.00673,0.901,0.5086,13.2,20.23,1.178,1.534,1156.0,4.17,73.6,1147.0,5174.0,4.483,-0.04,0.84,0.782,0.532,-0.05,0.08,-0.00025,-5e-05,0.316,-0.19,0.37,1.0,2454964.945,0,0,0,0,408.12,0.21923
284.41592,48.65802,13.172,0,2,11.0,39.718987,0.005,0.2559,54.6,9.1,0.775,11.195,950.5,44.7,89.01,727.0,7029.0,3.806,-0.16,2.704,1.704,0.397,0.12,-0.14,-0.00018,0.0,-0.23,-0.31,0.39,1.0,2455047.749,0,0,0,0,65.96,0.18221
284.41592,48.65802,13.172,0,2,24.0,21.775496,0.5888,0.2559,27.0,5.8,0.851,7.874,360.5,24.3,88.0,940.0,7029.0,3.806,-0.16,2.704,1.704,0.067,-0.21,-0.54,4e-05,0.00013,0.16,-0.19,0.24,2.0,2454976.435,0,0,0,0,184.67,0.13718
296.7236,44.853142,12.643,0,1,6.0,20.366983,0.0042,0.4954,99.9,19.25,0.028,22.889,1104.0,87.04,89.98,555.0,5177.0,3.216,0.1,5.949,2.122,0.339,-0.068,0.382,2e-05,-6e-05,0.71,0.21,0.74,1.0,2455068.74,0,0,0,0,22.41,0.19432
281.69159,42.397549,12.486,0,1,66.0,12.486576,0.618,0.2938,26.3,2.89,0.675,9.734,112.7,12.49,86.9,1110.0,6461.0,3.779,-0.12,2.566,1.443,0.0,-0.72,0.61,5.9e-05,-0.000107,-1.26,-0.51,1.36,1.0,2454966.592,0,0,0,0,359.11,0.08255
289.91742,40.828606,13.534,0,1,259.0,13.158193,0.0597,0.4035,15.7,0.98,0.944,2.586,71.6,5.45,80.02,998.0,5637.0,4.492,0.0,0.911,0.939,0.017,1.5,-1.28,-9.8e-05,7.6e-05,-0.9,0.0,0.9,1.0,2454967.473,0,0,0,0,234.93,0.11939
297.00354,44.775089,16.441,0,1,1469.0,34.683414,0.9883,0.5738,29.9,1.12,0.79,1.7956,358.1,2.64,72.62,1127.0,4297.0,4.725,-0.68,0.533,0.55,0.0,2.29,-1.4,0.000325,-0.000224,-4.72,2.88,5.53,1.0,2454964.992,0,0,0,0,380.16,0.42212
287.72565,48.651379,15.076,0,1,991.0,16.374084,0.9983,0.582,22.9,1.01,0.287,0.8551,155.6,9.36,88.24,1417.0,4906.0,4.511,0.18,0.814,0.783,0.185,0.62,0.31,-7.4e-05,-5.8e-05,-0.06,-0.18,0.19,1.0,2454965.037,0,0,0,0,951.61,13.35183
283.33533,47.208832,15.0,0,1,120.0,10.262078,0.2085,0.4096,11.9,1.47,0.895,2.1,166.4,19.45,87.36,782.0,5646.0,4.464,0.1,0.956,0.97,0.252,1.0,0.8,-0.00014,-0.00015,-0.25,0.57,0.62,1.0,2454971.043,0,0,0,0,88.34,1.11079
297.88464,48.00145,16.342,0,1,5.0,14.327529,0.6092,0.5167,16.5,3.0,0.021,8.257,1179.9,166.57,89.99,287.0,5201.0,4.447,0.1,0.897,0.82,0.453,0.9,-0.5,-0.0007,0.0008,-0.53,0.31,0.61,1.0,2455085.535,0,0,0,0,1.6,2.86343
286.14804,43.369202,15.927,0,1,1324.0,10.256069,0.7489,0.5167,12.2,0.88,0.241,1.1,106.1,5.88,87.65,1671.0,5269.0,4.491,0.06,0.864,0.843,0.0,1.45,-0.74,-0.00041,0.00022,0.07,-0.24,0.25,1.0,2454965.144,0,0,0,0,1846.35,5.21249
287.08997,41.373878,12.951,0,2,234.0,7.5584307,0.4116,0.3928,5.2,0.46,0.243,1.81,27.1,22.7,89.39,969.0,5767.0,4.538,-0.06,0.881,0.979,0.248,1.15,-0.64,-2.7e-05,1.2e-05,0.23,-0.12,0.26,2.0,2454969.584,0,0,0,0,208.54,7.23451
291.66418,38.619255,11.931,0,1,18.0,235.89645,0.3026,0.3218,384.0,23.23,0.838,4.9458,3751.5,75.91,89.37,777.0,6201.0,3.616,0.21,3.354,1.694,0.23,-0.156,0.05,3e-05,-8e-05,0.003,0.01,0.01,1.0,2455040.714,0,0,0,0,86.18,1.46689
294.96811,49.556511,15.208,0,1,354.0,11.634653,0.1339,0.3928,14.6,19.39,1.193,1.288,232.6,4.47,74.54,1084.0,5743.0,4.553,-0.14,0.853,0.949,0.255,0.9,0.18,-0.00023,2e-05,0.42,0.02,0.42,1.0,2454964.756,0,0,0,0,326.2,0.1195
296.85925,50.560162,13.762,0,1,547.0,10.592159,0.2061,0.3238,11.9,0.67,0.256,1.724,47.4,10.64,88.62,1391.0,5893.0,4.395,-0.44,0.967,0.848,0.001,-1.1,3.1,5.7e-05,-0.00013,0.62,0.7,0.94,1.0,2454965.801,0,0,0,0,883.43,3.75824
294.54041,44.190979,13.947,0,1,122.0,13.617827,0.8454,0.4213,15.0,1.9,0.434,4.572,91.1,16.63,88.5,1107.0,5745.0,3.939,0.3,1.972,1.234,0.0,1.83,1.8,-0.000155,-0.000179,0.34,-0.37,0.5,1.0,2454967.268,0,0,0,0,355.29,0.72951
296.28064,50.755669,15.981,0,1,314.0,10.938712,0.0056,0.5172,12.8,1.04,0.97,7.898,116.4,1.551,51.3,887.0,5116.0,4.591,-0.44,0.7,0.698,0.003,-1.1,0.5,0.00028,-0.00011,-0.05,0.72,0.72,1.0,2454965.929,0,0,0,0,146.4,0.00398
296.51059,42.54744,13.791,0,1,687.0,248.48082,0.9611,0.5041,30.1,10.35,0.925,1.6975,1151.8,4.26,77.46,2005.0,5302.0,3.768,0.0,2.426,1.258,0.0,-0.244,-0.113,2.3e-05,7.2e-05,0.005,-0.059,0.059,1.0,2454990.543,0,0,0,0,3822.26,0.38477
292.05676,37.776192,13.651,0,2,58.0,11.222545,0.974,0.3589,12.9,1.83,0.429,3.35,114.0,48.3,89.49,837.0,6078.0,4.094,0.14,1.683,1.285,0.001,1.45,0.4,-0.00023,-0.00012,1.0,0.7,1.2,2.0,2454985.173,0,0,0,0,115.86,3.96978
298.75836,41.159882,15.606,0,2,69.0,10.211066,0.0993,0.5256,11.0,2.24,0.922,2.379,329.8,26.7,88.02,638.0,5300.0,4.385,0.18,0.986,0.861,0.122,1.9,-0.7,-0.00059,4e-05,0.47,0.14,0.49,1.0,2454967.834,0,0,0,0,39.11,1.00225
298.75836,41.159882,15.606,0,2,209.0,8.606442,0.7045,0.5256,11.1,1.35,0.739,3.097,159.8,10.87,86.1,919.0,5300.0,4.385,0.18,0.986,0.861,0.128,-0.4,0.6,0.00011,-0.00018,-1.26,-0.16,1.27,2.0,2454966.004,0,0,0,0,168.14,0.60233
298.57687,44.621609,13.339,0,2,122.0,11.922952,0.3165,0.3928,14.2,0.92,0.583,3.494,65.1,19.38,88.28,885.0,5874.0,4.338,-0.12,1.096,0.954,0.002,-0.6,1.53,5.7e-05,-0.000103,-1.56,-0.08,1.57,1.0,2454971.507,0,0,0,0,144.85,1.18674
298.57687,44.621609,13.339,0,2,301.0,9.97758,0.1968,0.3928,11.4,0.66,0.367,2.955,35.5,10.5,88.0,1199.0,5874.0,4.338,-0.12,1.096,0.954,0.104,-1.3,-0.7,5.9e-05,2.7e-05,0.9,0.81,1.21,2.0,2454965.513,0,0,0,0,488.23,1.16739
290.11752,44.87294,12.897,0,1,30.0,221.0616,0.4042,0.3534,286.0,10.02,0.904,6.3427,1817.3,29.37,88.24,703.0,5877.0,3.927,0.04,1.963,1.187,0.002,0.022,0.04,-0.000142,-0.0001,-0.044,0.117,0.125,1.0,2455009.626,0,0,0,0,57.8,0.22498
289.73972,44.647419,12.085,0,2,280.0,360.20682,0.4137,0.3671,380.8,7.14,0.952,2.0253,960.8,7.472,82.68,1441.0,5937.0,4.012,0.16,1.787,1.197,0.0,-0.001,-0.051,8.9e-05,-0.000108,-0.153,0.113,0.19,1.0,2454965.974,0,0,0,0,1020.05,0.3454
292.22739,42.451969,15.832,0,1,170.0,10.221423,0.7854,0.3928,12.2,1.19,0.265,2.216,195.9,25.78,89.41,840.0,5641.0,4.554,-0.06,0.85,0.944,0.0,1.3,-3.4,-0.00029,0.00067,-0.95,-0.56,1.1,1.0,2454970.217,0,0,0,0,117.65,5.53798
286.98013,38.165218,16.951,0,1,42.0,11.925482,0.0489,0.2898,15.1,1.66,0.881,2.012,859.5,63.3,89.2,291.0,3720.0,4.764,-0.1,0.48,0.488,0.0,0.11,1.78,-0.00032,-0.00183,0.26,0.3,0.4,1.0,2454971.015,0,0,0,0,1.7,4.98258
288.21072,42.556808,16.367,0,1,534.0,9.453389,0.9604,0.4341,11.3,1.41,0.019,0.822,311.4,20.03,89.95,1230.0,5504.0,4.583,-0.16,0.796,0.892,0.017,1.19,0.48,-4e-05,0.00021,-0.34,-3.17,3.19,1.0,2454965.804,0,0,0,0,541.53,33.8371
294.71677,45.781269,12.626,0,1,181.0,11.422914,0.3419,0.3098,14.4,1.01,0.013,6.315,34.5,9.13,89.92,1291.0,6177.0,3.993,-0.36,1.71,1.051,0.981,0.02,-0.09,1e-06,2e-06,-0.57,0.33,0.66,1.0,2454968.313,0,0,0,0,656.15,0.2565
287.60223,42.075741,16.442,0,1,248.0,13.272879,0.0097,0.4415,14.2,1.23,0.301,3.209,219.5,12.61,88.63,927.0,5612.0,4.566,-0.12,0.829,0.926,0.487,-0.6,-0.5,0.00014,0.00012,0.26,0.14,0.3,1.0,2454966.589,0,0,0,0,174.08,1.27039
292.1218,41.927029,13.692,0,1,224.0,11.132266,0.8831,0.4603,10.9,0.87,0.902,1.962,65.3,10.71,85.17,915.0,5569.0,4.521,0.1,0.892,0.963,0.877,0.28,0.12,-2.3e-05,-4e-06,-0.69,-0.15,0.7,1.0,2454969.144,0,0,0,0,165.66,0.63164
296.58719,40.722988,18.695,0,1,351.0,16.269663,0.8498,0.3004,19.7,0.94,0.035,1.0422,1546.8,16.56,89.88,529.0,3421.0,5.014,-0.34,0.25,0.236,,-1.15,-1.73,0.0001,,0.21,0.38,0.44,1.0,2454966.675,0,0,0,0,18.41,18.01965
301.04813,44.037689,15.483,0,1,91.0,11.339303,0.5443,0.4191,13.1,1.94,0.192,3.91,269.1,29.67,89.63,800.0,5836.0,4.316,0.16,1.186,1.061,0.087,1.2,-1.8,-2e-05,0.0004,0.74,-0.03,0.74,1.0,2454976.736,0,0,0,0,96.84,2.12912
289.56802,41.771561,16.139,0,1,239.0,12.766799,0.979,0.3511,13.6,1.59,0.2,1.97,288.2,18.58,89.38,1077.0,5988.0,4.507,-0.12,0.934,1.021,0.008,0.42,-0.27,-0.00017,-0.00042,-0.04,-1.04,1.04,1.0,2454966.007,0,0,0,0,317.8,5.24789
295.46259,39.16848,14.629,0,1,215.0,10.188075,0.6451,0.3147,12.5,1.15,0.389,2.515,108.0,14.4,88.45,1183.0,6217.0,4.375,-0.22,1.083,1.011,0.151,0.8,0.8,-3e-05,-0.00013,0.14,0.25,0.28,1.0,2454967.006,0,0,0,0,462.96,2.18772
294.16644,44.886311,16.45,0,1,45.0,9.643025,0.3545,0.3511,12.7,1.91,0.153,5.692,385.4,41.91,89.79,595.0,6075.0,4.486,-0.12,0.969,1.048,0.414,-1.2,-0.4,0.00028,0.00025,-0.84,0.4,0.92,1.0,2454991.563,0,0,0,0,29.67,1.44639
293.43079,46.692089,15.273,0,2,434.0,11.200675,0.0597,0.3288,13.2,1.07,0.65,3.214,85.3,5.72,83.48,1361.0,6137.0,4.418,0.14,1.103,1.165,0.629,-1.0,-0.4,7e-05,1e-05,0.17,-0.45,0.49,1.0,2454967.2,0,0,0,0,808.76,0.37145
292.47977,43.227024,13.782,0,1,64.0,12.62842,0.9798,0.3391,15.7,2.62,0.205,4.019,104.4,39.9,89.71,1048.0,6035.0,3.745,-0.16,2.559,1.328,0.441,0.72,-0.37,-6.9e-05,3.5e-05,-0.34,-0.2,0.4,1.0,2454982.881,0,0,0,0,285.21,2.66414
288.75781,39.350571,13.779,0,1,90.0,86.46116,0.5023,0.3469,68.0,36.85,1.21,1.1295,1490.5,33.5,87.93,879.0,5940.0,4.199,-0.12,1.312,0.993,0.0,0.291,0.62,-4e-05,0.00146,-0.15,-0.3,0.34,1.0,2455013.852,0,0,0,0,140.82,3.34409
298.44647,40.624882,15.929,0,1,1070.0,13.234499,0.684,0.4415,16.1,1.02,0.152,1.763,159.3,5.418,88.39,1487.0,5520.0,4.572,-0.08,0.818,0.917,0.304,2.0,-0.13,-6e-05,-9e-05,0.28,-0.36,0.46,1.0,2454964.881,0,0,0,0,1159.26,1.9481
297.32971,46.136089,13.072,0,1,1992.0,14.154647,0.92,0.3534,31.0,1.35,0.61,2.383,41.9,1.581,67.32,3195.0,6020.0,3.922,0.0,2.0,1.22,0.067,-1.19,0.42,1.7e-05,-6e-06,-4.63,-0.31,4.64,1.0,2454964.711,0,0,0,0,24688.55,0.25934
297.39371,39.829041,13.104,0,2,222.0,14.259108,0.0452,0.3325,18.1,1.26,0.685,5.502,65.7,6.31,83.77,1259.0,6313.0,4.228,0.32,1.467,1.325,0.294,-0.33,-0.43,2.2e-05,2.7e-05,-0.48,-0.68,0.83,1.0,2454967.592,0,0,0,0,593.42,0.12784
290.73447,45.297791,15.578,0,2,84.0,13.32914,0.3285,0.4191,15.2,1.98,0.231,4.996,266.5,20.03,89.34,850.0,5850.0,4.297,0.16,1.217,1.072,0.0,-2.58,1.64,-0.000105,0.000284,2.59,-2.02,3.29,1.0,2454974.178,0,0,0,0,123.32,0.86622
295.19968,46.832321,15.736,0,2,81.0,9.180075,,0.3132,11.2,1.45,0.6987,2.71,234.5,24.3,88.24,802.0,6089.0,4.527,-0.36,0.889,0.971,0.141,0.1,0.4,-6e-05,-0.0003,-0.45,0.4,0.6,2.0,2454967.831,0,0,0,0,97.62,1.97976
295.09027,45.081181,14.151,0,2,132.0,12.274704,0.3772,0.4526,12.2,0.78,0.544,3.044,81.3,21.6,88.56,736.0,5383.0,4.528,0.0,0.842,0.874,0.77,-0.71,-0.9,3.4e-05,-1e-05,0.19,-7.0,7.0,1.0,2454968.998,0,0,0,0,69.43,1.85743
290.22067,41.868721,16.485,0,1,62.0,12.131297,0.0125,0.3888,13.8,1.94,0.714,1.52,818.1,80.3,89.49,503.0,5267.0,4.681,-0.76,0.632,0.701,0.123,1.3,0.4,-0.00119,-0.00048,0.36,0.21,0.41,1.0,2454970.027,0,0,0,0,15.14,20.97545
292.80722,38.884232,15.646,0,1,50.0,10.109265,0.3026,0.3031,12.3,2.21,0.052,6.125,308.6,35.38,89.92,718.0,6468.0,4.363,0.21,1.25,1.313,0.0,3.1,-0.8,-0.00104,0.0003,1.34,-1.1,1.74,1.0,2454969.87,0,0,0,0,62.74,1.07264
290.61798,37.289089,16.554,0,2,1266.0,12.243107,0.8316,0.6188,14.8,1.06,0.01,1.403,250.7,5.43,89.9,1331.0,4805.0,4.633,-0.06,0.688,0.769,0.008,-0.98,0.03,1e-05,0.00018,0.5,-3.17,3.21,3.0,2454964.703,0,0,0,0,737.36,3.17024
298.53967,40.183659,15.117,0,1,701.0,11.430656,0.8131,0.3556,11.7,1.0,0.332,1.113,136.4,5.91,86.78,1810.0,5837.0,4.502,-0.52,0.843,0.824,0.0,-0.93,1.44,0.00016,-0.00029,0.39,-0.07,0.39,1.0,2454965.297,0,0,0,0,2524.81,4.85219
299.707,43.622601,13.516,0,1,118.0,12.340554,0.9586,0.3403,15.8,1.12,0.116,4.95,68.6,17.7,89.62,975.0,6231.0,4.276,0.28,1.356,1.269,0.056,-2.0,-0.2,0.000126,1.8e-05,-0.58,0.54,0.79,1.0,2454969.325,0,0,0,0,213.86,0.80005
296.19614,45.634331,15.926,0,4,26.0,7.111863,0.2552,0.4603,8.0,1.85,0.624,6.118,239.6,44.4,89.19,538.0,5596.0,4.298,0.14,1.145,0.95,0.012,-2.6,2.4,0.00067,-0.00054,0.2,-0.86,0.89,3.0,2454995.982,0,0,0,0,19.73,0.83838
290.26028,38.354988,15.758,0,2,350.0,10.156333,0.2712,0.5508,13.2,0.85,0.007,2.072,161.3,14.62,89.97,851.0,4889.0,4.637,-0.22,0.686,0.759,0.014,-2.4,-0.6,0.00034,7e-05,0.51,0.08,0.51,1.0,2454966.603,0,0,0,0,123.73,3.84967
297.03922,39.785259,15.517,0,1,31.0,12.789971,0.2321,0.4191,14.3,1.88,0.011,7.124,299.8,46.95,89.99,539.0,5741.0,4.365,0.18,1.097,1.017,0.001,0.46,1.23,0.00017,-0.00048,-0.71,-0.19,0.73,1.0,2454973.139,0,0,0,0,19.96,1.05354
297.47711,39.877239,15.245,0,3,38.0,9.441151,0.8982,0.3279,12.7,4.55,0.97,1.758,531.1,46.6,88.81,721.0,6172.0,4.198,0.16,1.471,1.25,0.835,0.69,1.52,9e-05,0.0001,-0.14,-0.22,0.27,3.0,2454987.581,0,0,0,0,63.78,1.93177
292.4404,43.209431,15.368,0,2,137.0,7.60517,-1.0,0.5684,11.9,1.88,0.923,0.606,319.2,48.8,88.92,714.0,5017.0,4.516,-0.02,0.797,0.76,,-2.5,-0.7,0.00081,,-0.3,0.38,0.48,2.0,2454967.136,0,0,0,0,61.54,28.03906
287.86142,49.264462,13.818,0,1,80.0,29.201063,0.1932,0.4035,42.5,2.02,0.068,2.3748,392.3,42.45,89.91,790.0,5787.0,4.402,0.0,1.027,0.971,0.705,-0.04,0.13,1e-05,-5e-05,-0.05,-0.09,0.11,1.0,2455010.239,0,0,0,0,92.12,8.57432
296.73724,44.50148,17.333,0,1,14.0,14.1381235,0.0784,0.5081,17.1,2.03,0.579,3.48,1270.7,155.4,89.79,233.0,3952.0,4.716,-0.1,0.553,0.572,0.436,0.62,-0.06,-0.0008,0.0004,0.01,0.29,0.29,1.0,2454985.673,0,0,0,0,0.7,10.38285
286.76147,38.34351,16.311,0,1,57.0,12.185272,0.5019,0.4966,13.4,1.95,0.577,2.539,551.1,61.8,89.46,526.0,5141.0,4.505,-0.12,0.806,0.758,0.595,-0.2,0.2,8e-05,-0.00033,-0.24,-0.63,0.67,1.0,2454987.376,0,0,0,0,18.07,7.53009
285.7485,44.632462,15.047,0,1,182.0,11.581747,0.8165,0.4526,13.5,1.18,0.234,1.131,201.1,49.3,89.73,818.0,5462.0,4.56,0.04,0.836,0.926,0.004,-0.9,-1.6,0.00035,0.00023,0.03,-0.26,0.26,1.0,2454971.182,0,0,0,0,105.91,41.33342
286.97128,44.708302,14.838,0,3,81.0,8.374003,0.6529,0.3239,11.9,1.08,0.5,7.367,95.4,14.2,87.98,801.0,6249.0,4.428,-0.04,1.076,1.13,0.707,0.3,0.4,-2e-05,-6e-05,1.29,-0.19,1.3,4.0,2454973.314,0,0,0,0,97.35,0.22255
283.33606,47.174541,17.65,0,5,5.0,11.37896,0.0764,0.6504,16.3,3.47,0.9,4.859,2496.0,65.9,89.22,237.0,3891.0,4.718,0.21,0.564,0.605,0.446,-0.15,-0.72,0.0,0.0015,-0.3,-0.61,0.68,5.0,2455034.968,0,0,0,0,0.74,0.94607
295.21268,49.56218,13.587,0,3,10.0,82.5447,0.3109,0.3166,116.3,11.58,0.878,7.4517,3688.3,93.78,89.46,458.0,6200.0,4.072,-0.06,1.64,1.158,0.212,-0.017,-0.111,6e-05,-0.0002,0.012,-0.036,0.038,1.0,2455009.527,0,0,0,0,10.36,0.67428
