ra,dec,koi_gmag,koi_disposition,koi_count,koi_num_transits,koi_max_mult_ev,koi_bin_oedp_sig,koi_ldm_coeff1,koi_model_snr,koi_prad,koi_impact,koi_duration,koi_depth,koi_dor,koi_incl,koi_teq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_tce_plnt_num,koi_time0,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_srho
298.59482,41.43594,15.898,1,1,10.0,16.574022,0.7716,0.5746,23.9,2.34,0.069,6.905,915.9,148.7,89.97,284.0,4898.0,4.518,0.14,0.803,0.774,0.0,0.35,1.57,0.00023,-0.00153,-0.08,-0.03,0.08,1.0,2455005.392,0,0,0,0,1.54,3.61271
297.78647,45.41748,14.139,-1,1,614.0,20.843405,0.9985,0.4191,29.3,1.08,0.76,4.599,74.8,2.54,72.6,1496.0,5749.0,4.323,0.16,1.15,1.014,0.0,-2.38,6.13,0.000149,-0.000373,-4.83,6.23,7.88,1.0,2454967.119,0,0,1,1,1187.26,0.06568
287.70688,40.685242,15.144,1,1,51.0,13.981552,0.3241,0.5167,16.1,1.66,0.922,4.548,217.1,18.63,87.16,542.0,5190.0,4.446,0.12,0.899,0.823,0.268,0.5,0.15,-0.00023,-3e-05,0.2,-0.29,0.34,1.0,2454990.043,0,0,0,0,20.35,0.18265
285.80322,44.873428,16.389,1,1,46.0,14.582436,0.306,0.4096,18.3,2.38,0.021,4.551,652.7,49.16,89.98,573.0,5774.0,4.508,0.12,0.941,1.038,0.319,-0.45,0.59,0.00032,-0.00039,-0.22,-0.2,0.3,1.0,2454991.118,0,0,0,0,25.54,2.74306
284.59372,46.44978,12.038,1,1,194.0,13.523925,0.7237,0.3671,20.9,1.42,0.699,6.527,38.0,5.97,83.27,1384.0,6054.0,3.923,0.16,2.163,1.429,0.144,-0.17,0.35,5e-06,-1.7e-05,0.61,0.07,0.62,1.0,2454965.788,0,0,0,0,865.81,0.08246
298.34653,40.13979,14.722,-1,1,1016.0,15.634558,0.8316,0.319,17.4,1.13,0.62,1.978,100.7,4.13,81.37,1843.0,6306.0,4.426,-0.1,1.076,1.126,0.0,-10.8,-6.04,0.000923,0.000465,-7.68,-1.547,7.834,1.0,2454965.061,0,0,1,0,2729.71,0.76722
296.45575,39.598591,14.618,1,1,120.0,15.455015,0.6545,0.3238,18.4,1.48,0.163,2.469,215.1,27.68,89.66,946.0,6074.0,4.375,-0.54,1.005,0.873,0.185,-0.08,-0.05,0.0002,6e-05,0.25,-0.97,1.0,1.0,2454970.302,0,0,0,0,188.93,5.01751
284.94098,46.56654,16.84,1,4,110.0,104.526276,0.5393,0.5081,137.2,2.83,0.047,2.7096,2794.7,36.27,89.93,431.0,3879.0,4.708,-0.12,0.537,0.537,0.0,0.217,-0.062,0.00144,-0.00066,-0.085,0.075,0.113,1.0,2455003.398,0,0,0,0,8.14,5.98262
288.41684,47.731091,15.948,-1,1,2036.0,13.651684,0.8132,0.4526,26.8,1.11,0.233,0.8592,171.9,2.944,85.47,2324.0,5430.0,4.535,0.02,0.847,0.896,0.248,0.33,0.3,-3e-05,-8.8e-05,0.05,0.16,0.17,1.0,2454965.771,0,1,0,0,6891.11,4.47005
285.57434,49.962269,16.625,1,2,171.0,55.220226,0.0073,0.6737,64.4,2.73,0.197,1.7504,2313.2,28.55,89.61,530.0,3757.0,4.681,0.48,0.576,0.581,0.0,-0.25,-0.97,0.00013,-0.00185,-0.3,1.5,1.53,1.0,2455003.605,0,0,0,0,18.73,10.80586
290.02591,48.335949,13.672,1,2,239.0,12.898838,0.3671,0.3403,13.2,0.92,0.45,3.673,53.6,10.47,87.54,1183.0,6187.0,4.341,0.26,1.238,1.23,0.002,-1.43,0.98,7.2e-05,-5.8e-05,-0.32,-0.26,0.41,1.0,2454969.427,0,0,0,0,462.81,0.69821
291.2681,44.48819,15.645,1,1,11.0,16.991114,0.9876,0.4096,20.7,3.52,0.226,4.65,945.9,190.6,89.93,401.0,5800.0,4.327,0.14,1.149,1.021,0.0,0.34,0.69,-0.00079,-0.0015,-0.02,0.19,0.19,1.0,2455079.987,0,0,0,0,6.09,9.78828
291.39786,45.588558,16.491,1,1,348.0,11.01746,0.8106,0.4415,11.4,1.37,0.306,1.973,281.0,14.31,88.78,1029.0,5547.0,4.571,-0.1,0.82,0.918,0.0,-1.1,3.7,0.00038,-0.00103,-0.81,-0.31,0.87,1.0,2454965.575,0,0,0,0,264.63,3.81156
294.36609,49.915058,17.596,1,1,38.0,14.57548,0.9785,0.3573,17.0,1.58,0.953,4.307,913.3,27.6,88.02,242.0,3554.0,4.867,-0.04,0.398,0.426,0.0,2.52,-2.32,-0.00238,0.00214,0.24,0.57,0.62,1.0,2454973.004,0,0,0,0,0.81,0.27308
293.6701,46.29567,15.58,-1,1,514.0,553.4832,0.8837,0.3661,222.8,9.16,0.909,5.4573,5423.5,2.3713,67.46,1385.0,6108.0,4.466,0.07,1.03,1.132,,-7.405,32.527,0.032,,-1.4,4.88,5.08,1.0,2454967.213,0,1,1,1,868.86,0.03626
285.29575,44.55275,15.466,1,1,81.0,15.581302,0.3292,0.6441,19.7,1.54,0.88,3.974,259.5,16.04,86.86,557.0,4873.0,4.558,0.32,0.796,0.836,0.584,-0.06,0.3,-5e-05,-7e-05,0.07,0.18,0.19,1.0,2454966.794,0,0,0,0,22.73,0.29392
286.62576,37.5373,13.206,1,1,102.0,15.665018,0.5321,0.3729,16.3,1.32,0.225,3.873,116.6,25.88,89.5,872.0,6113.0,4.341,0.22,1.218,1.194,0.636,-0.47,-0.4,4e-05,2.1e-05,-0.03,1.17,1.17,1.0,2454967.037,0,0,0,0,136.61,1.84695
287.79385,45.98024,16.076,1,1,508.0,20.19543,0.9121,0.3344,23.0,2.07,0.206,1.3916,351.5,14.27,89.17,1431.0,6147.0,4.435,0.21,1.096,1.193,0.745,-0.48,-0.1,0.00013,1e-05,-0.38,-0.05,0.38,1.0,2454964.835,0,0,0,0,993.79,8.08759
291.95999,44.900021,16.437,1,3,349.0,15.037362,0.8856,0.582,18.0,1.84,0.761,1.992,371.9,8.49,84.86,1047.0,5094.0,4.469,0.16,0.87,0.813,0.02,-0.02,-1.08,2e-05,0.0004,0.06,-0.2,0.21,1.0,2454965.94,0,0,0,0,283.66,1.09879
288.88123,44.959209,15.267,-1,1,200.0,15.146826,0.278,0.4035,17.2,1.27,0.479,2.268,197.7,20.63,88.67,897.0,5734.0,4.538,-0.02,0.883,0.982,0.0,94.47,-1.67,-0.01737,0.00033,6.72,-1.35,6.86,1.0,2454969.02,0,0,1,1,153.07,3.53295
297.22394,47.025162,16.54,-1,1,477.0,17.49624,0.9042,0.6811,35.9,1.01,0.059,7.82,261.8,2.34,88.56,942.0,4583.0,4.65,-0.04,0.654,0.724,0.0,-52.5,17.6,0.00922,-0.00304,,,,1.0,2454966.557,0,1,1,1,186.39,0.04637
291.03232,49.040272,10.41,1,2,131.0,26.348282,0.0727,0.4096,32.2,0.91,0.54,3.0063,55.0,20.76,88.51,941.0,5790.0,4.279,0.06,1.198,0.997,0.027,-0.98,-0.46,5.1e-05,1.6e-05,-0.21,-2.5,2.51,2.0,2454969.379,0,0,0,0,185.15,1.83471
296.96017,47.964771,16.001,-1,1,301.0,11.011869,0.2799,0.421,13.6,0.99,0.325,2.861,185.3,9.11,87.96,987.0,5399.0,4.619,-0.38,0.725,0.805,0.0,2.3,-7.2,-0.00045,0.00105,0.66,-4.27,4.33,1.0,2454966.782,0,0,1,0,224.45,1.13562
293.50049,44.932461,14.865,1,1,365.0,12.475003,0.902,0.3661,12.8,1.32,0.217,2.064,107.4,13.35,89.07,1368.0,6078.0,4.294,0.14,1.271,1.162,0.289,-1.16,0.09,0.000112,-1.1e-05,-0.78,-0.56,0.96,1.0,2454967.953,0,0,0,0,828.52,3.36906
292.30743,46.62664,16.341,1,1,15.0,11.975632,0.0939,0.582,18.1,2.4,0.347,6.758,885.4,96.2,89.79,330.0,4939.0,4.506,0.16,0.819,0.785,0.0,2.52,-1.64,-0.00215,0.0012,-0.52,-0.26,0.58,1.0,2455047.513,0,0,0,0,2.79,2.17141
292.12521,41.40781,15.279,1,1,162.0,12.237531,0.6825,0.4458,14.1,3.24,0.892,5.2,108.5,5.94,81.36,1285.0,5405.0,3.741,0.08,2.605,1.365,0.313,-0.7,0.8,5e-05,-9e-05,0.27,0.23,0.36,1.0,2454967.414,0,0,0,0,645.64,0.05636
289.95651,47.02039,15.223,1,1,791.0,14.623486,0.998,0.4133,17.4,1.27,0.415,2.992,83.2,4.0,84.06,1790.0,5827.0,4.191,0.16,1.374,1.068,0.67,-0.48,0.11,3.3e-05,-2.3e-05,0.33,-0.08,0.34,1.0,2454966.08,0,0,0,0,2432.14,0.42957
298.75491,46.941589,15.955,-1,1,125.0,16.47754,0.6857,0.3928,18.9,1.82,0.909,6.68,298.1,4.61,78.63,843.0,5817.0,4.538,-0.14,0.876,0.965,0.0,8.22,-2.43,-0.00244,0.00078,6.09,-3.83,7.2,1.0,2454964.975,0,1,1,1,119.26,0.02514
282.23969,43.244049,13.871,1,2,31.0,15.961918,0.9607,0.4191,21.4,1.59,0.928,9.686,170.2,14.57,86.35,508.0,5871.0,4.493,0.21,0.983,1.097,0.607,0.39,0.37,-8e-05,-2e-05,0.69,0.39,0.79,1.0,2454993.23,0,0,0,0,15.74,0.02888
284.42273,49.10622,11.655,1,1,150.0,16.418793,0.2461,0.3279,22.0,1.36,0.201,5.522,45.9,9.74,88.82,1373.0,6311.0,3.998,0.18,1.994,1.443,0.185,-0.04,-0.5,4e-06,2.6e-05,-0.16,0.43,0.46,1.0,2454969.88,0,0,0,0,839.5,0.34415
289.80298,47.259159,12.486,-1,1,1533.0,37.332584,0.96,0.253,41.6,25.5,1.1,1.4499,137.3,1.339,34.75,3165.0,7102.0,3.972,-0.28,2.082,1.48,0.0,10.58,-3.91,-0.001062,0.000387,6.399,-1.617,6.6,1.0,2454964.497,0,0,1,0,23715.46,0.05956
290.6333,40.13699,15.059,1,1,187.0,18.540503,0.8436,0.3658,21.3,3.76,0.427,2.1787,222.8,22.6,88.92,1453.0,5814.0,3.745,-0.26,2.476,1.243,0.0,0.02,1.32,1e-05,-0.00029,-0.28,-0.05,0.29,1.0,2454971.403,0,0,0,0,1054.63,4.45167
296.37692,50.621471,14.549,1,1,81.0,18.592783,0.2432,0.3661,23.7,2.13,0.865,7.042,203.1,10.01,85.04,809.0,5936.0,4.261,0.14,1.299,1.122,0.845,0.46,0.38,-6e-05,-1e-05,0.58,0.46,0.74,1.0,2454968.754,0,0,0,0,101.22,0.06339
287.06638,41.874908,14.676,1,1,13.0,17.739546,0.5883,0.4191,22.5,2.11,0.613,4.102,505.4,143.4,89.75,369.0,5632.0,4.537,0.21,0.904,1.026,0.344,-0.56,0.35,0.00032,-8e-05,0.31,0.33,0.45,1.0,2454999.508,0,0,0,0,4.39,6.27526
286.25165,42.378479,15.221,1,1,97.0,15.594649,0.8396,0.3661,19.3,2.66,0.877,1.2808,403.6,43.9,88.86,822.0,5970.0,4.355,0.06,1.131,1.057,0.0,-1.17,1.52,0.00042,-0.0006,-0.37,0.14,0.39,1.0,2454968.175,0,0,0,0,108.07,8.12745
297.58801,40.57798,14.777,-1,1,112.0,19.105417,0.6415,0.4415,62.2,2.12,0.977,29.1428,257.9,1.377152,44.82,741.0,5428.0,4.404,-0.1,0.94,0.816,0.0,0.21,-2.35,1.5e-05,0.000393,-1.37,-0.31,1.41,1.0,2454974.514,1,0,1,1,71.19,0.00032
292.88528,41.27924,13.527,1,1,51.0,18.577278,0.0257,0.4484,28.4,2.11,0.44,8.567,138.6,20.74,88.78,772.0,5422.0,3.945,0.02,1.782,1.02,0.368,0.03,-0.52,-8e-06,4.3e-05,0.07,0.55,0.56,1.0,2454973.587,0,0,0,0,84.0,0.2587
292.11517,49.256432,15.49,1,1,27.0,12.797429,0.2486,0.4035,14.1,2.44,0.957,4.605,436.3,27.5,88.01,487.0,5790.0,4.528,-0.02,0.9,0.998,0.194,0.2,0.68,-0.00013,-0.00031,0.23,0.02,0.23,1.0,2454966.551,0,0,0,0,13.27,0.19406
298.95032,46.692799,15.104,1,1,73.0,12.717842,0.1865,0.398,16.3,1.44,0.886,4.422,221.5,12.98,86.09,665.0,5475.0,4.479,-0.46,0.818,0.734,0.564,1.3,0.3,-0.00017,-2e-05,-0.45,0.07,0.46,1.0,2454968.533,0,0,0,0,46.3,0.18253
293.6394,44.982529,16.474,1,1,9.0,15.520331,0.8931,0.5167,17.3,2.73,0.109,8.432,1033.0,147.69,89.96,289.0,5135.0,4.464,0.12,0.874,0.812,0.057,-0.83,1.19,0.00064,-0.001,0.26,0.26,0.37,1.0,2455059.931,0,0,0,0,1.65,2.3989
282.25021,44.921108,17.943,1,3,336.0,33.523926,0.7319,0.3402,48.6,1.73,0.003,0.7572,2754.6,16.57,89.99,648.0,3464.0,4.923,-0.14,0.328,0.328,0.0,-0.51,-0.74,0.0002,0.0021,0.03,0.12,0.12,1.0,2454965.913,0,0,0,0,41.85,35.12423
282.25021,44.921108,17.943,1,3,88.0,17.186102,0.0242,0.3402,25.4,1.72,0.719,0.9613,2355.0,31.2,88.68,436.0,3464.0,4.923,-0.14,0.328,0.328,0.759,-0.26,0.27,-0.0004,-0.0005,-0.07,0.32,0.32,3.0,2454966.32,0,0,0,0,8.54,21.7424
289.7934,38.385078,15.5,-1,1,1557.0,17.67672,0.8061,0.3239,27.0,1.37,0.792,3.004,134.7,1.462,57.19,2190.0,6143.0,4.418,-0.02,1.067,1.085,0.0,-1.87,0.22,0.000184,-1e-05,-4.12,-2.68,4.92,1.0,2454964.499,0,1,1,1,5461.14,0.11057
281.55936,42.520489,16.526,-1,2,2200.0,28.659103,0.9591,0.5396,79.6,13.96,1.128,1.7869,1224.1,1.354,33.54,1807.0,5068.0,4.556,-0.34,0.73,0.698,0.0,-7.59,-3.35,0.0041,0.00186,-5.203,-2.464,5.76,1.0,2454964.652,0,0,1,0,2508.21,0.17661
288.75073,47.490921,15.387,1,1,539.0,11.662024,0.9596,0.4603,18.5,25.82,1.261,1.406,210.2,2.86,63.8,1205.0,5591.0,4.559,0.07,0.86,0.977,0.091,0.62,-0.71,-0.0001,0.00015,0.2,-0.22,0.3,1.0,2454964.645,0,0,0,0,499.07,0.06929
280.82339,42.636051,14.967,1,1,204.0,12.498557,0.9872,0.4603,15.4,1.48,0.662,4.183,142.0,9.45,85.98,1011.0,5511.0,4.261,0.14,1.176,0.92,0.019,-2.4,0.9,0.00017,-0.00017,-0.49,-0.39,0.63,1.0,2454965.293,0,0,0,0,246.9,0.35113
289.6644,48.706211,12.189,1,1,33.0,92.42659,0.6805,0.3588,110.5,2.4,0.049,4.6125,421.8,70.36,89.96,584.0,5978.0,4.316,0.0,1.171,1.034,0.0,-0.33,-0.15,0.000202,5.5e-05,0.16,-0.09,0.18,1.0,2455043.399,0,0,0,0,27.58,3.78052
297.62936,41.637459,14.235,-1,1,16.0,21.453985,0.9846,0.3588,20.5,3.82,0.989,6.744,447.8,25.2,87.75,455.0,5876.0,4.374,0.0,1.077,1.001,0.0,9.75,150.51,-0.00395,-0.06095,,,,1.0,2455000.117,0,1,1,1,10.13,0.05341
290.37631,41.150742,16.199,1,1,7.0,28.472113,0.7434,0.666,36.1,2.72,0.037,7.768,1992.3,217.8,89.99,202.0,4477.0,4.649,-0.2,0.637,0.659,0.233,0.03,0.25,-0.00021,-0.0008,-0.15,-0.03,0.15,1.0,2455101.134,0,0,0,0,0.39,4.29671
289.34732,44.208511,10.904,1,3,15.0,51.932014,0.1336,0.3153,81.9,2.51,0.535,10.8636,351.2,61.1,89.5,475.0,6214.0,4.238,-0.16,1.297,1.059,0.25,-0.18,-0.09,6.1e-05,3e-05,-1.32,-0.46,1.4,1.0,2455078.043,0,0,0,0,12.07,0.42858
298.73611,46.498634,18.666,1,3,119.0,41.95647,0.7569,0.423,50.5,1.56,0.706,1.5916,6462.0,19.11,87.88,341.0,3157.0,5.112,0.26,0.18,0.153,0.77,0.55,0.96,-0.0003,0.0007,-0.09,0.11,0.14,1.0,2454966.643,0,0,0,0,3.18,5.56558
298.73611,46.498634,18.666,1,3,195.0,19.508406,0.5362,0.423,24.3,0.92,0.45,1.2637,2598.0,17.06,88.49,401.0,3157.0,5.112,0.26,0.18,0.153,0.881,0.73,1.03,-0.0005,0.0001,0.04,-0.26,0.26,2.0,2454966.119,0,0,0,0,6.12,10.55546
290.95615,49.366398,15.759,1,1,269.0,35.076653,0.989,0.3866,37.1,1.24,0.92,0.9879,631.8,10.36,84.91,557.0,3483.0,4.875,0.1,0.389,0.415,0.0,0.97,0.81,-0.00042,0.00033,0.028,-0.117,0.12,1.0,2454964.666,0,0,0,0,22.75,2.52148
286.0499,38.960201,16.282,-1,1,1345.0,13.911604,0.2816,0.627,26.8,1.08,0.288,0.955,239.2,3.928,85.79,1676.0,4784.0,4.618,0.0,0.708,0.766,0.249,0.51,0.33,-0.00013,-0.00012,-0.21,-0.04,0.21,1.0,2454964.571,0,1,0,0,1873.28,4.61376
290.63736,48.883133,14.274,-1,1,479.0,22.056444,0.8451,0.3201,27.8,1.74,0.738,3.426,85.5,4.31,80.15,1783.0,6257.0,4.063,-0.04,1.748,1.291,0.0,-1.37,49.1,0.000126,-0.004616,0.11,12.1,12.1,1.0,2454966.422,0,0,1,0,2387.41,0.19983
297.11057,39.703911,13.433,-1,1,858.0,18.294212,0.4998,0.292,48.2,77.12,1.149,7.219,219.5,1.193,15.64,3384.0,6622.0,3.421,-0.4,4.315,1.789,0.0,60.61,0.47,-0.004644,-1.7e-05,12.426,1.114,12.476,1.0,2454964.775,0,1,1,1,30903.98,0.01301
291.25308,40.216671,14.974,-1,1,1045.0,21.663082,0.2026,0.4191,28.1,1.08,0.214,3.419,92.6,2.9,85.78,1736.0,5631.0,4.33,0.24,1.132,0.998,0.0,-5.17,7.7,0.000428,-0.000581,-4.59,4.1,6.16,1.0,2454964.991,0,1,1,1,2142.23,0.27891
297.38028,39.941071,15.648,-1,1,494.0,14.0844,0.0688,0.4603,15.5,1.06,0.08,2.408,152.6,8.73,89.47,1162.0,5458.0,4.53,0.12,0.872,0.938,0.0,13.21,17.44,-0.00189,-0.0026,3.448,5.279,6.305,1.0,2454964.909,0,0,1,0,431.75,1.69513
288.41653,47.878731,16.894,1,1,859.0,14.877646,0.6726,0.7306,17.7,0.93,0.071,1.5796,224.9,7.72,89.48,998.0,4313.0,4.662,0.36,0.65,0.731,0.007,2.76,0.62,-0.00045,-9e-05,0.49,0.1,0.5,1.0,2454964.861,0,0,0,0,234.92,3.50756
290.73154,39.920269,16.838,-1,1,1196.0,12.351125,1.0,0.666,13.9,0.88,0.022,1.206,202.2,6.1,89.8,1229.0,4464.0,4.643,-0.2,0.638,0.654,0.0,6.01,-4.02,-0.0011,0.00109,,,,1.0,2454965.386,0,0,1,1,537.85,4.78876
290.66412,43.49984,12.953,1,1,98.0,16.214994,0.1556,0.4213,23.9,1.55,0.921,5.747,75.1,7.65,83.09,894.0,5691.0,4.139,0.26,1.458,1.068,0.003,1.26,0.0,-6e-05,-7.5e-05,-0.2,0.74,0.77,1.0,2454977.774,0,0,0,0,150.64,0.04456
285.19,46.027962,11.779,1,3,90.0,24.057016,0.0603,0.381,22.0,1.46,0.613,3.414,107.3,25.9,88.65,884.0,6075.0,4.264,0.32,1.352,1.225,0.0,0.72,1.02,-7.8e-05,-5.7e-05,1.2,0.97,1.54,3.0,2454974.513,0,0,0,0,144.45,1.58394
286.92429,47.053741,15.142,1,1,224.0,12.840978,0.8114,0.4785,16.1,1.02,0.26,2.899,133.1,15.35,89.03,897.0,5452.0,4.535,0.36,0.9,1.012,0.0,0.47,0.65,-0.00035,-6.2e-05,3.7,-0.89,3.8,1.0,2454968.008,0,0,0,0,153.48,1.92585
295.53534,39.40818,16.122,-1,1,1073.0,10.130858,0.9413,0.3888,17.1,0.76,0.328,1.46,140.6,2.57,82.68,1801.0,5271.0,4.634,-1.06,0.63,0.624,0.0,8.2,-9.6,-0.00098,0.00118,3.49,-4.97,6.07,1.0,2454964.657,0,1,1,0,2487.04,1.30255
292.4404,43.209431,15.368,1,2,584.0,13.661968,0.3448,0.5684,16.7,0.87,0.033,1.6202,126.8,10.87,89.83,1123.0,5017.0,4.516,-0.02,0.797,0.76,,-0.66,-2.4,0.000101,,0.01,0.24,0.24,1.0,2454966.358,0,0,0,0,374.78,4.67079
283.33606,47.174541,17.65,1,5,40.0,16.71722,0.4057,0.6504,23.8,2.21,0.291,2.996,1617.1,31.15,89.46,434.0,3891.0,4.718,0.21,0.564,0.605,0.807,0.07,-0.03,-0.00035,-0.0002,-0.12,-0.1,0.16,2.0,2454964.901,0,0,0,0,8.39,3.78957
283.33606,47.174541,17.65,1,5,88.0,17.191265,0.8853,0.6504,22.6,2.2,0.791,2.2942,1223.3,12.37,86.33,566.0,3891.0,4.718,0.21,0.564,0.605,0.015,-0.15,-1.19,1e-05,0.00121,-0.3,-0.13,0.33,1.0,2454964.883,0,0,0,0,24.23,1.16751
299.50174,40.670799,15.022,1,3,24.0,25.795126,0.7473,0.4603,34.9,3.21,0.021,5.584,807.1,81.4,89.98,486.0,5467.0,4.271,0.14,1.152,0.902,0.001,-0.06,-0.32,0.00029,-0.00069,0.34,0.28,0.44,1.0,2454971.741,0,0,0,0,13.17,3.03003
299.50174,40.670799,15.022,1,3,91.0,12.3765545,0.9055,0.4603,15.2,1.68,0.013,3.754,221.2,29.75,89.98,773.0,5467.0,4.271,0.14,1.152,0.902,0.096,-0.07,-2.16,8e-05,0.00022,-0.23,0.25,0.34,3.0,2454969.756,0,0,0,0,84.28,2.39353
299.50174,40.670799,15.022,1,3,51.0,17.020468,0.5546,0.4603,20.0,2.69,0.713,2.696,474.8,55.3,89.26,630.0,5467.0,4.271,0.14,1.152,0.902,0.212,1.1,-1.23,-0.00037,3e-05,0.14,0.2,0.24,2.0,2454982.995,0,0,0,0,37.15,4.49752
288.43359,40.380878,16.799,1,1,1506.0,20.688766,0.4217,0.6323,27.3,1.52,0.135,1.066,488.5,6.319,88.78,1389.0,4792.0,4.627,0.07,0.704,0.793,0.0,0.8,2.0,-9.9e-05,-0.00025,0.11,0.21,0.24,1.0,2454965.067,0,0,0,0,880.33,6.3299
286.39862,45.343529,15.769,1,3,,,,0.4131,9.1,1.18,0.2658,3.337,191.0,26.47,89.38,730.0,5653.0,4.551,-0.04,0.857,0.952,0.107,-0.97,-0.7,0.00026,0.00022,7.0,0.2,7.0,1.0,2454970.699,0,0,0,0,67.13,2.50636
282.01251,46.4282,14.096,-1,1,908.0,26.264198,0.9835,0.3342,43.4,1.46,0.617,1.833,166.2,5.01,82.93,1743.0,5996.0,4.342,-0.28,1.081,0.936,0.0,-1.22,-1.61,0.000119,0.00016,0.69,-1.0,1.22,1.0,2454964.755,0,1,0,1,2180.25,1.08736
291.38599,41.990269,11.585,1,3,187.0,27.484186,0.5283,0.4046,38.2,1.3,0.696,4.4679,68.7,8.62,85.37,1155.0,5788.0,4.122,0.1,1.474,1.05,0.0,0.4,0.7,-4e-06,-6e-05,-1.05,1.76,2.05,2.0,2454966.178,0,0,0,0,420.97,0.25585
295.86008,39.140839,15.946,-1,1,960.0,13.826928,0.1962,0.3858,15.5,1.07,0.141,2.112,160.4,4.081,88.03,1635.0,5776.0,4.554,-0.18,0.849,0.939,0.0,3.8,-10.18,-0.0006,0.00138,1.6,-5.41,5.65,1.0,2454964.756,0,1,1,0,1691.99,1.03568
293.56635,42.13258,16.117,1,2,330.0,16.792065,0.5491,0.5167,13.9,2.27,0.92,1.767,356.8,6.63,82.03,1129.0,5370.0,4.411,0.14,0.966,0.877,0.0,0.32,-2.39,4.5e-05,-0.00025,0.19,2.16,2.17,1.0,2454965.306,0,0,0,0,382.68,0.47172
294.76697,41.64468,16.446,1,1,1681.0,17.354563,0.9928,0.3588,22.4,1.36,0.03,1.8261,200.7,2.923,89.41,2085.0,5966.0,4.493,-0.02,0.961,1.049,0.0,-0.09,-1.92,-0.00022,0.00038,0.09,-0.19,0.21,1.0,2454964.681,0,0,0,0,4473.06,1.03448
290.2471,38.33939,15.283,-1,1,78.0,14.344855,0.022,0.5167,17.0,1.24,0.514,5.558,217.3,21.31,88.62,597.0,5335.0,4.56,0.12,0.831,0.914,0.0,8.33,0.22,-0.00186,-7e-05,5.54,1.02,5.64,1.0,2454976.922,0,0,1,1,29.95,0.5825
288.96942,44.359009,15.472,-1,1,131.0,15.078204,0.9587,0.4526,18.6,1.49,0.729,2.86,285.7,19.06,87.81,729.0,5438.0,4.574,0.02,0.82,0.92,0.0,-11.04,-22.4,0.00319,0.00683,-0.05,0.0,0.06,1.0,2454968.241,0,1,1,1,66.74,1.29391
294.30652,39.765282,16.273,-1,1,951.0,13.042287,0.5838,0.4535,14.3,0.83,0.338,3.096,133.7,2.73,82.9,1429.0,5366.0,4.625,-0.4,0.715,0.793,0.0,6.74,11.56,-0.00102,-0.00148,,,,1.0,2454965.526,0,1,1,0,987.44,0.30273
291.25018,49.231834,12.629,1,2,81.0,109.9509,0.1158,0.3434,194.9,3.54,0.017,7.461,501.6,16.968,89.94,926.0,5919.0,4.042,-0.2,1.585,1.009,0.602,0.011,-0.017,-9e-06,-1.7e-05,0.0,-0.08,0.08,1.0,2455004.678,0,0,0,0,174.1,0.35076
296.54736,39.222542,15.113,-1,1,57.0,24.201456,0.0178,0.5484,7.5,2.82,0.958,3.402,599.8,13.17,85.83,618.0,5240.0,4.555,0.42,0.856,0.958,0.0,-2.18,-13.17,0.0017,0.01285,-1.244,-13.326,13.384,1.0,2454977.976,0,1,1,0,34.56,0.182
286.86526,41.796021,14.812,-1,1,1211.0,21.53885,0.9745,0.5086,38.7,1.07,0.214,1.3493,157.6,6.245,88.03,1539.0,5227.0,4.463,-0.02,0.867,0.796,,-57.21,-27.12,0.006933,,-6.885,-4.035,7.98,1.0,2454964.573,0,0,1,0,1320.65,3.73573
289.34732,44.208511,10.904,1,3,59.0,37.507618,0.6719,0.3153,43.5,1.51,0.557,5.5177,125.5,25.54,88.75,790.0,6214.0,4.238,-0.16,1.297,1.059,0.006,0.35,0.4,-4.1e-05,-4.8e-05,-0.81,2.37,2.51,3.0,2454973.295,0,0,0,0,92.0,0.65917
290.94449,40.480042,14.078,1,2,143.0,25.88844,0.8983,0.3588,23.5,1.62,0.014,3.011,214.6,23.21,89.97,939.0,5885.0,4.348,0.0,1.111,1.004,0.01,0.76,-0.19,-0.000149,1.9e-05,-0.02,0.02,0.03,1.0,2454966.542,0,0,0,0,183.39,2.90361
290.94449,40.480042,14.078,1,2,76.0,14.869048,0.1875,0.3588,13.5,1.43,0.489,3.398,159.0,34.5,89.19,755.0,5885.0,4.348,0.0,1.111,1.004,0.622,-0.22,0.08,4.8e-05,-3e-05,0.49,0.27,0.56,2.0,2454971.967,0,0,0,0,76.86,2.59392
294.57697,38.265518,15.421,-1,1,1217.0,16.841465,0.8532,0.3858,25.3,1.57,0.41,1.1014,269.7,5.7,85.88,1864.0,5727.0,4.438,-0.22,0.937,0.877,0.0,0.65,-2.19,1e-05,0.00046,0.94,-0.73,1.19,1.0,2454964.495,0,1,1,0,2857.19,4.54217
294.1062,46.210991,18.653,-1,1,209.0,128.06352,0.2871,0.4035,43.2,8.91,0.069,2.3269,8043.0,8.861,89.55,1342.0,5780.0,4.438,0.0,1.0,1.0,,15.31,-34.45,-0.0723,,2.11,-3.9,4.43,1.0,2454966.611,0,1,1,1,766.49,2.11555
