ra,dec,koi_count,koi_num_transits,koi_max_mult_ev,koi_bin_oedp_sig,koi_model_snr,koi_prad,koi_impact,koi_duration,koi_depth,koi_dor,koi_incl,koi_teq,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_insol,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
1.0967857542331567,1.1030609299457363,-0.4594291588923385,-0.42112393234491,1.0533514624521843,0.485669675246169,0.4882952931403903,-0.030642817480327215,0.20371884306964277,-0.7077546198383571,1.0424919414985603,-0.4560341017286379,0.21789279468893513,-0.3200761406731325,0.17375719893179853,0.013805868654844762,-0.01585203734689901,-0.056670803122997625,-0.06959466978514663,-0.6818245728196527,-0.12145624311854972,0.0,0.0,0.0,0.0
0.5347542082094656,1.6312806857645066,-0.4594291588923385,-0.4770771918935143,0.41446029203004325,1.1003525971573003,0.0668291867544217,-0.03428294296431802,0.4105448624293624,-0.32258458514031524,0.5346119312027672,-0.27936349788231807,0.22980071777287894,-0.6129597043724162,-0.7084654604625675,0.07275156047720008,0.09572368261339581,-0.051518413335177454,0.03733646196190043,-0.649739034354967,-0.12729676302991183,0.0,0.0,0.0,0.0
0.43364766120736037,1.6720266597801337,0.8768238682552016,-0.10778567887272648,-0.16646503687200195,-0.3662186584035423,-0.18134374898553948,-0.029180052665178913,-2.63158372125628,-1.0144797600465787,-0.09021731665296308,-0.32543332454825663,0.04059705099466896,-0.1556502803507276,-0.5995056897803949,0.041524663112145255,0.04565077446439216,-0.10719539553154973,-1.250270209689731,-0.20612215014521518,-0.11865334624091671,0.0,0.0,0.0,0.0
-0.8096105465137204,0.5987846146762251,2.2130768954027418,0.42097262386158324,-0.17832106072452472,-1.6303216964134633,-0.23482929548122078,-0.03757587606101507,0.00873170564844812,-0.38806093905886824,-0.14366083786393943,-0.4911597029733012,-0.35633371847010925,0.7658196452060834,2.212359360082126,-1.048732723948288,-0.03995603181669355,-0.17263070203504213,-0.47332938130162755,-0.4688212903701377,-0.09020395212528756,0.0,0.0,0.0,0.0
-0.09982188642839722,-1.58199504638385,-0.4594291588923385,-0.2168945349925047,0.9551670532367991,0.07974074888182105,1.6360951209377108,-0.0349312893878971,0.037218900914173986,-0.3396899115341457,0.4635336161916466,-0.45959037408663617,-0.190945897859785,-0.022054268838773577,-0.7295544483365365,-0.04898270463381982,0.01899610819058044,-0.0488627034260449,0.03841779243183644,-0.6605368261335778,-0.11586889978666767,0.0,0.0,0.0,0.0
0.43006800225859887,-1.494623772330227,-0.4594291588923385,-0.4323145842546309,2.1919310189481296,-0.6924174533466938,3.31447156997219,-0.03141044168667306,-0.03171339353311424,-0.6519084469659558,2.171308665169492,-0.10655940677185266,0.31050997423071713,-0.31151229378134054,-0.8033659058954277,-0.044304134560327356,-0.2860857647006829,0.29580720423574286,0.3976779296534175,-0.19630726659057787,-0.12100566121553454,0.0,0.0,0.0,0.0
-1.2209618691239357,-1.206571810994063,-0.4594291588923385,-0.4658865399837934,0.28838165422428136,-1.2177761616324188,0.4936438477899584,-0.03542221713050971,0.1045370468552304,-0.46315528126109357,0.34193913899973016,-0.30785091288888655,0.21260038442940582,-0.5375978517246474,-0.34643783529276795,0.10882227843301333,-0.03728454853078118,0.08401427756331657,0.02583147759753188,-0.706560433634191,-0.12490824244986544,0.0,0.0,0.0,0.0
0.7013693503428998,-1.0854233868768188,-0.4594291588923385,0.05727643679565592,0.6946191889360698,1.303151645129057,2.848077604529849,-0.021119621418437897,0.10358182948412993,6.297407858592809,0.11672669252469023,-0.5077122179059058,-9.03720964666481,0.5654256279381523,-0.7014357978379112,0.05850456504614685,0.10167946196420188,0.007520917339791474,-0.053075759402222485,-0.5642684760852751,-0.06850613860214211,0.0,0.0,0.0,0.0
0.26107548148921433,-0.4785100695874647,-0.4594291588923385,-0.5610070812164205,1.9009897057074432,0.4016387483541199,2.579580161121529,-0.03311630938422836,0.010367865874726115,0.6226025940018172,2.0661316745134113,0.2791135209824816,0.3237409998795442,-1.0908223609344057,-0.8033659058954277,0.12626502712266158,0.0913332654161562,-0.014206483988543723,-0.08965488419192821,-0.5961160308038114,-0.12739447418370578,0.0,0.0,0.0,0.0
0.29689716204427036,-0.570241506755599,-0.4594291588923385,-0.48267251784837467,3.227274001809293,-0.8621334592349663,5.674253881361649,-0.03084621892722828,0.029148556380796633,0.4379061432829737,1.484125774446087,-0.3880289341978783,0.13056802540668438,-0.46737430721195355,-0.8033659058954277,0.0633498968324561,0.03278577638972284,0.10397719158628602,-0.03824649365921879,-0.5792477227076743,-0.1253036874503841,0.0,0.0,0.0,0.0
-0.38924316701854295,-0.5594081408200018,-0.4594291588923385,-0.29522909836055056,1.201807849718974,1.587004146205349,1.641443675587279,-0.029408962712328495,0.05755635065279366,-0.536204242839,0.4663663738516231,-0.42535729425884905,-0.04937392341734834,-0.15736304972908596,-0.7506434362105053,0.16945652549417106,0.11256263280083018,0.0423643505714931,0.025775187905842736,-0.6022683038271172,-0.11415736108840412,0.0,0.0,0.0,0.0
-0.03671367007812282,-0.461964303694948,-0.4594291588923385,-0.5470187663292695,0.9065102762342665,-1.7054202019429718,2.062909781973248,-0.033661390346232396,-0.11998041102522808,0.6067274329459055,0.6441476124690694,-0.009005105289679355,0.3502030511771946,-0.7859494115866131,-0.8033659058954277,0.22735184838695136,-0.17281785452893494,-1.1237736626484012,0.9707694867770337,0.44995391320348516,-0.12676870239570862,0.0,0.0,0.0,0.0
-0.13374919139491712,-0.4242609982869947,-0.4594291588923385,-0.2980267613379808,9.180225242575467,0.9997801492235093,2.9614669631006936,-0.028284660269091693,0.03437842458248183,-0.5632282351756379,4.401112056936956,-0.32459912695433596,0.16232248696386783,-0.1744907435126698,-0.8033659058954277,-0.07600241426463385,-0.02846068519448426,-0.040186723279710755,0.023622219553346167,-0.7170281237920819,-0.11765186571212871,0.0,0.0,0.0,0.0
1.0295103297725512,-0.2991885902213901,-0.4594291588923385,0.8182407666566731,11.929191102409575,-1.7054202019429718,10.493301620622534,-0.03221373080254191,-0.11876233383643962,-0.6375553857918321,3.8720755410553216,-0.4660966567175237,0.3554954614367258,0.17833974842915742,-0.8033659058954277,0.3277445097005348,0.2897326373407787,-0.6732778537210746,-0.710468123063459,-0.03764686308286805,-0.09758891473236427,0.0,0.0,0.0,0.0
-1.3783100436984086,-0.052607577731459146,-0.4594291588923385,-0.2700501315636787,1.204206259409623,0.28948723569110923,1.9238473610844764,-0.03501886970379291,0.010213041559889653,-0.6084706922764002,0.550454967580175,-0.3423653418683683,0.16099938439898456,-0.6729066326149598,-0.04416234243254694,-0.10317869553694965,-0.03293229592217487,0.032144056864483225,-0.07597264939743431,-0.7053329679251317,-0.12755041579566403,0.0,0.0,0.0,0.0
-0.8169162289710752,-0.04673069452955815,-0.4594291588923385,-0.527435125487258,0.5995303935748441,-0.5524761853335567,1.6200494569890065,-0.03557634613571281,-0.02063197364024045,0.32367306942474655,0.710438380060229,-0.11701728903223854,0.29463274345212725,-1.025737124556787,-0.8033659058954277,0.1829183810013309,0.19390320865895438,-0.08002928910458781,-0.09300248598600769,-0.5591694680516643,-0.12733139165830273,0.0,0.0,0.0,0.0
-0.634115257443719,0.14585014292334966,-0.4594291588923385,0.38180534217756035,0.05293517873870597,-1.3785597461581507,0.18663681090474785,-0.03703196049397467,0.027105924037666485,-0.4009477871498667,-0.08345824210778893,-0.469862243504949,-0.30340961587480664,0.31707406807618654,-0.8033659058954277,0.08967980627563793,-0.40290553687298425,0.2752972543605138,1.0332777891910918,0.2703146472960801,-0.10673273273596752,0.0,0.0,0.0,0.0
-1.463630127462665,0.41499983088690656,-0.4594291588923385,0.9189566338441607,0.025419369852701115,-0.5882058707837194,0.4123458171165229,-0.03678730605495228,-0.14310637845502602,-0.8472954609974733,-0.05128148675845032,-0.4472500625307705,0.31447928192536506,0.6322236336941294,-0.5784167019064259,-0.4456336935740803,-0.4226631225930134,-0.006285116965312679,-0.004524313695224345,-0.6633077922777523,-0.07041921593936654,0.0,0.0,0.0,0.0
-0.11527589302321939,0.31871470493813786,-0.4594291588923385,-0.48267251784837467,-0.09001028513750595,1.0507280340320748,-0.04335103902668173,-0.03533730473029494,0.054315342704179495,-0.47049264625020826,-0.03372230968804168,-0.11980273815666835,0.19672315365081408,-0.424555072752994,1.1473654724466966,-0.24371378337067343,0.68397198061709,0.20305480389288677,-0.2134600105825201,-0.7073943639706359,-0.12312867864306974,0.0,0.0,0.0,0.0
0.47331245691886803,0.4839286246652858,3.549329922550282,-0.19451323117306302,-0.17547644857968028,1.1777669156326531,-0.13320675713942634,-0.03676401875066378,-0.11162303732992115,-0.27380130580948914,-0.11795954026472028,-0.4239199936644568,0.21789279468893513,0.31707406807618654,0.35652842717286237,0.1893601290325872,-0.3293195753142548,-0.33948176329178215,1.0614806549145612,0.6381170361101289,-0.09862667191793277,0.0,0.0,0.0,0.0
0.30622685727172255,-1.6384752270469491,-0.4594291588923385,-0.541423440374409,0.10677125900034364,-1.7057510323638068,0.29146848203628317,-0.03454885322823472,-0.027950440899629225,1.3809234709607245,0.18053053446211054,-0.2992502928372049,0.24170864085682275,-0.5821298555619653,-0.8033659058954277,-0.7293601967780916,0.21156791279559642,0.020023515173490342,-0.25697734941898637,-0.569588250905318,-0.1253049477426569,0.0,0.0,0.0,0.0
-2.134450268956785,0.9227889219923237,-0.4594291588923385,4.863661432020757,-0.07240341003139682,1.0996909363156309,0.6712158621556205,-0.037332723945293654,-0.13959733569108257,-0.7317317564496516,-0.12550642085678596,-0.500122452449146,0.0022270766130729064,1.9150878980845591,-0.30074502823250204,-0.8894483763658334,-0.24163604681254347,-0.04434370779989087,-0.10466741551775434,-0.6775461836506634,0.12403962515934419,0.0,0.0,0.0,0.0
-0.5574662283877189,1.4532948863465465,-0.4594291588923385,0.35942403835811865,0.13037254361096898,0.8403198863811167,0.06896860861424899,-0.01917090115719772,-0.11534303392607217,-0.742872983606173,-0.07947676287719976,-0.43165914660745663,0.3303565127039568,3.9738366908713374,-0.8033659058954277,4.2161760354069315,-4.240669833311014,-6.813466117688611,13.596698527627264,12.942415408694695,3.8830417160830484,0.0,0.0,0.0,0.0
-1.2002220109972885,1.301909773300247,-0.4594291588923385,5.025925884711709,-0.13708480552735228,0.3989921049874411,1.5933066837411658,0.03767367239489671,0.09432713346802901,-0.6897895402359074,0.013961958940665367,-0.5080742309147684,-7.630751620194612,8.627431091871069,-0.8033659058954277,-1.017100350713907,0.3413639722781619,5.142076934011958,-1.899114152223479,4.140187558812524,8.930408652045845,0.0,0.0,0.0,0.0
